split,annotation_id,image_id,image_filename,category_id,category_name,bbox_x,bbox_y,bbox_w,bbox_h,area,bbox_valid,bbox_issue,num_keypoints_defined,num_keypoints_visible,num_keypoints_clearly_visible,keypoints_raw
train,185,185,image_20241007_220813_jpg.rf.2b3e6a64495f4de4c995a8f6e240750d.jpg,1,Bad,71,112,355.5,453.5,161219.25,True,,4,4,4,"[247.821, 532.153, 2, 218.874, 262.607, 2, 317.905, 182.658, 2, 118.667, 342, 2]"
train,186,186,bad_posture_20241021_145122_png.rf.2ece5bfdc76a246a46f889795dc9640c.jpg,1,Bad,111,193,448,383.5,171808,True,,4,4,4,"[218.874, 525.3, 2, 384.941, 325.425, 2, 462.643, 268.318, 2, 246.667, 359, 2]"
train,187,187,image_20241007_215802_jpg.rf.2fae486f260ef252dca3638666183304.jpg,2,Good,27,66,412.5,496,204600,True,,4,4,4,"[154.884, 534.437, 2, 135.078, 227.201, 2, 136.602, 123.266, 2, 61.333, 302, 2]"
train,188,188,bad_posture_20241021_142601_png.rf.2ef6f87c60bd017e1ce417e612156416.jpg,1,Bad,142,143,277,428,118556,True,,4,4,4,"[258.486, 541.29, 2, 244.774, 318.572, 2, 295.051, 224.917, 2, 165.333, 361, 2]"
train,189,189,bad_posture_20241021_143817_png.rf.30073a36a17282f03ed8ce181862afba.jpg,1,Bad,126,192,344,388.5,133644,True,,4,4,4,"[247.821, 534.437, 2, 308.763, 318.572, 2, 375.8, 267.176, 2, 178.667, 348, 2]"
train,190,190,bad_posture_20241012_174037_png.rf.32059e1c7a9cb1eb1a875644bac16dd9.jpg,1,Bad,99,93,328.5,445.5,146346.75,True,,4,4,4,"[180.785, 485.325, 2, 269.151, 230.627, 2, 310.287, 175.805, 2, 133.333, 284, 2]"
train,191,191,bad_posture_20241021_144407_png.rf.31a56fd9d4d898212f675c88639d68df.jpg,1,Bad,126,163,353.5,406.5,143697.75,True,,4,4,4,"[256.963, 537.863, 2, 267.627, 327.709, 2, 295.051, 251.186, 2, 150.667, 368, 2]"
train,192,192,good_posture_20241013_222638_png.rf.32c28bcc9ec05e5c169bcaf9558bb899.jpg,1,Bad,119,56,335,409,137015,True,,4,4,4,"[264.58, 419.081, 2, 205.162, 203.216, 2, 292.004, 133.546, 2, 133.333, 253, 2]"
train,193,193,good_posture_20241021_141630_png.rf.33f7a760d5db4e5381b0eddf65b94d42.jpg,2,Good,149,113,252.5,461.5,116528.75,True,,4,4,4,"[224.968, 519.589, 2, 220.397, 286.592, 2, 269.151, 196.363, 2, 174.667, 355, 2]"
train,194,194,bad_posture_20241021_141737_png.rf.33a26ef127c90265de90fa9e3aaabcf3.jpg,1,Bad,128,170,301,424.5,127774.5,True,,4,4,4,"[215.827, 541.29, 2, 290.481, 332.278, 2, 359.041, 258.039, 2, 161.333, 357, 2]"
train,195,195,image_20241009_224235_jpg.rf.2d2c0a23f69b0dcf93a0bbf3be5ea7a0.jpg,1,Bad,137,49,343.5,454.5,156120.75,True,,4,4,4,"[298.099, 448.776, 2, 255.439, 205.5, 2, 311.811, 136.972, 2, 162.667, 276, 2]"
train,196,196,bad_posture_20241013_222736_png.rf.33f9145d1e68fb8731feb77dff09f27c.jpg,1,Bad,117,36,326,453,147678,True,,4,4,4,"[260.01, 438.497, 2, 238.68, 181.515, 2, 308.763, 112.987, 2, 138.667, 271, 2]"
train,197,197,good_posture_20241012_174351_png.rf.2e30b27f031e99e702f180d255d86044.jpg,2,Good,111,53,348.5,460.5,160484.25,True,,4,4,4,"[189.926, 471.619, 2, 183.832, 219.206, 2, 208.209, 120.982, 2, 133.333, 264, 2]"
train,198,198,bad_posture_20241021_143616_png.rf.332dc9cabecffe9e3e4f5a10edf4c98a.jpg,1,Bad,128,176,302.5,412,124630,True,,4,4,4,"[224.968, 516.163, 2, 267.627, 311.719, 2, 348.376, 255.755, 2, 156, 366, 2]"
train,199,199,bad_posture_20241021_141725_png.rf.2f5d2755b7b58cdab695a3b597766de2.jpg,1,Bad,136,139,292,456,133152,True,,4,4,4,"[229.539, 519.589, 2, 208.209, 284.308, 2, 316.381, 222.632, 2, 145.333, 370, 2]"
train,200,200,good_posture_20241012_174351_png.rf.3047769fc04c650c20a7c3be12bfa694.jpg,2,Good,111,53,348.5,460.5,160484.25,True,,4,4,4,"[189.926, 471.619, 2, 183.832, 219.206, 2, 208.209, 120.982, 2, 133.333, 264, 2]"
train,201,201,image_20241007_230643_jpg.rf.3635a6fbd002709241fc250ea92ad142.jpg,1,Bad,78,111,368,462.5,170200,True,,4,4,4,"[260.01, 517.305, 2, 234.109, 256.897, 2, 316.381, 174.663, 2, 122.667, 329, 2]"
train,202,202,bad_posture_20241012_172807_png.rf.29f57464ac586b6e93ae29230fbbc1db.jpg,1,Bad,118,139,363,412.5,149737.5,True,,4,4,4,"[234.109, 494.462, 2, 256.963, 275.171, 2, 328.57, 208.927, 2, 156, 328, 2]"
train,203,203,bad_posture_20241012_172107_png.rf.32fa87db9887c89def7ec63fecbb7968.jpg,1,Bad,144,143,368,407.5,149960,True,,4,4,4,"[244.774, 505.884, 2, 247.821, 264.892, 2, 317.905, 210.069, 2, 157.333, 321, 2]"
train,204,204,image_20241007_192602_jpg.rf.3425c8783abe8a0b0d6cbe29a8184dfe.jpg,1,Bad,23,105,347,461.5,160140.5,True,,4,4,4,"[154.884, 512.736, 2, 179.261, 243.191, 2, 261.533, 174.663, 2, 48, 320, 2]"
train,205,205,bad_posture_20241013_225714_png.rf.3210b84c449ff501406d17a5aa244415.jpg,1,Bad,130,38,383,439,168137,True,,4,4,4,"[217.35, 430.502, 2, 307.24, 183.8, 2, 372.753, 112.987, 2, 225.333, 222, 2]"
train,206,206,good_posture_20241021_141636_png.rf.32c564f884f7666e633d31bcf5e35843.jpg,2,Good,134,109,338,470,158860,True,,4,4,4,"[224.968, 536.721, 2, 208.209, 301.44, 2, 237.156, 190.653, 2, 164, 390, 2]"
train,207,207,image_20241007_230212_jpg.rf.38a12739416503ae6c83c534b2d84c11.jpg,1,Bad,62,69,392,480.5,188356,True,,4,4,4,"[209.732, 517.305, 2, 182.308, 236.338, 2, 258.486, 142.683, 2, 116, 339, 2]"
train,208,208,bad_posture_20241012_173222_png.rf.37f9d34cf8ee49f6058c758b40fcdcff.jpg,1,Bad,132,85,363,488.5,177325.5,True,,4,4,4,"[229.539, 501.315, 2, 221.921, 252.328, 2, 288.957, 158.673, 2, 156, 336, 2]"
train,209,209,image_20241007_222646_jpg.rf.36753081069edfad4aa003115328f6d1.jpg,2,Good,126,62,388.5,509.5,197940.75,True,,4,4,4,"[276.769, 548.143, 2, 255.439, 224.917, 2, 269.151, 130.119, 2, 173.333, 310, 2]"
train,210,210,good_posture_20241013_222712_png.rf.3731d4225d69436f21124bea42e47d9e.jpg,2,Good,156,15,255,482,122910,True,,4,4,4,"[240.203, 411.086, 2, 235.633, 163.241, 2, 288.957, 61.591, 2, 180, 239, 2]"
train,211,211,bad_posture_20241021_141755_png.rf.3486647c4a4c92ceafe97a60bf4b8222.jpg,1,Bad,126,188,330.5,410,135505,True,,4,4,4,"[215.827, 541.29, 2, 272.198, 327.709, 2, 369.706, 276.313, 2, 157.333, 376, 2]"
train,212,212,bad_posture_20241012_174240_png.rf.327bb600c93faad947fa8cd167cfb456.jpg,1,Bad,126,62,480,492,236160,True,,4,4,4,"[211.256, 470.477, 2, 215.827, 221.49, 2, 296.575, 135.83, 2, 169.333, 301, 2]"
train,213,213,image_20241007_191348_jpg.rf.38ce18118d987080490c0f8a28ca1102.jpg,2,Good,77,65,291.5,494,144001,True,,4,4,4,"[177.738, 527.584, 2, 171.643, 227.201, 2, 189.926, 131.261, 2, 106.667, 302, 2]"
train,214,214,image_20241008_201104_jpg.rf.38fea24d8a74207f7e5f9c269d42f0c5.jpg,1,Bad,22,85,417,474,197658,True,,4,4,4,"[223.193, 501.653, 2, 98.513, 256.897, 2, 160.979, 160.957, 2, 45.333, 346, 2]"
train,215,215,bad_posture_20241021_143653_png.rf.38ecbc3672dfa92fef4f0c74d4971574.jpg,1,Bad,113,181,321,401,128721,True,,4,4,4,"[244, 534, 2, 298.099, 315.146, 2, 342.282, 250.044, 2, 162.667, 361, 2]"
train,216,216,good_posture_20241013_222741_png.rf.3965b00d5d1cbce84957ffe611485af4.jpg,2,Good,144,9,263,486.5,127949.5,True,,4,4,4,"[238.68, 483.041, 2, 232.586, 173.52, 2, 272.198, 71.87, 2, 176, 236, 2]"
train,217,217,bad_posture_20241021_144638_png.rf.3c1f2ba9178a59285da3cbeb8154e7a5.jpg,1,Bad,132,216,376.5,338,127257,True,,4,4,4,"[226.491, 533.295, 2, 299.622, 332.278, 2, 412.365, 288.877, 2, 176, 366, 2]"
train,218,218,bad_posture_20241021_142123_png.rf.3935e954e723b14204ade1e76de90d28.jpg,1,Bad,111,180,403.5,422.5,170478.75,True,,4,4,4,"[179.261, 541.29, 2, 250.868, 320.857, 2, 366.659, 269.46, 2, 157.333, 368, 2]"
train,219,219,bad_posture_20241021_142530_png.rf.3a694c19a94333d4a65bf6ce44ffddc8.jpg,1,Bad,152,215,366.5,362,132673,True,,4,4,4,"[247.821, 521.873, 2, 357.517, 337.989, 2, 444.36, 292.303, 2, 228, 350, 2]"
train,220,220,bad_posture_20241021_142111_png.rf.3bf68ce6dd612e0a0178a814ee471d3e.jpg,1,Bad,137,159,302.5,434,131285,True,,4,4,4,"[203.638, 554.996, 2, 218.874, 306.009, 2, 345.329, 248.902, 2, 152, 368, 2]"
train,221,221,image_20241009_142917_jpg.rf.3e7f8fb19edc4be36f10d4bbd3e8f2ce.jpg,1,Bad,16,73,349,431.5,150593.5,True,,4,4,4,"[185.036, 453.034, 2, 113.748, 231.77, 2, 167.073, 147.251, 2, 41.333, 304, 2]"
train,222,222,image_20241007_230212_jpg.rf.3e2f978c1810e70df074d912a716d08a.jpg,1,Bad,62,69,392,480.5,188356,True,,4,4,4,"[209.732, 517.305, 2, 182.308, 236.338, 2, 258.486, 142.683, 2, 116, 339, 2]"
train,223,223,image_20241008_205601_jpg.rf.3c259c2652b28c600755443c50c0a336.jpg,2,Good,56,23,399.5,545.5,217927.25,True,,4,4,4,"[192.973, 501.315, 2, 186.879, 231.77, 2, 205.162, 125.55, 2, 110.667, 316, 2]"
train,224,224,bad_posture_20241021_144550_png.rf.3f64bacc0e064f11a89913b59cd9b5d6.jpg,1,Bad,115,191,345,391,134895,True,,4,4,4,"[229.539, 532.153, 2, 231.062, 328.852, 2, 357.517, 270.602, 2, 136, 399, 2]"
train,225,225,bad_posture_20241021_142406_png.rf.38d1dd24d4964d9ebfcdc3446a5b0acb.jpg,1,Bad,153,183,374,382,142868,True,,4,4,4,"[240.203, 507.026, 2, 314.858, 316.288, 2, 406.271, 266.034, 2, 197.333, 369, 2]"
train,226,226,bad_posture_20241021_145335_png.rf.435f0b82fd832565cbf6ee1e2a9f5b84.jpg,1,Bad,143,186,321.5,402,129243,True,,4,4,4,"[215.827, 551.569, 2, 288.957, 314.004, 2, 372.753, 260.323, 2, 172, 372, 2]"
train,227,227,bad_posture_20241021_145211_png.rf.43ef51223cb60a15dcaa94bc3d2f6daf.jpg,1,Bad,104,209,496,394,195424,True,,4,4,4,"[182.499, 539.006, 2, 365.325, 326.567, 2, 467.404, 291.161, 2, 244, 352, 2]"
train,228,228,bad_posture_20241021_143924_png.rf.3d6e2e2bcc99dda3cebcf3c029447012.jpg,1,Bad,115,182,322,405.5,130571,True,,4,4,4,"[234.109, 543.574, 2, 252.392, 318.572, 2, 336.188, 259.181, 2, 152, 370, 2]"
train,229,229,bad_posture_20241021_143948_png.rf.3f8e32747c7b5a6af3f5b45aef4dd8bc.jpg,1,Bad,119,185,323,406,131138,True,,4,4,4,"[255.439, 542.432, 2, 258.486, 332.278, 2, 349.9, 258.039, 2, 150.667, 368, 2]"
train,230,230,image_20241008_200649_jpg.rf.42792422e5ed0f570f959b6cb7d76779.jpg,2,Good,86,52,355,494,175370,True,,4,4,4,"[223.444, 510.452, 2, 185.355, 237.48, 2, 211.256, 127.835, 2, 133.333, 323, 2]"
train,231,231,good_posture_20241021_141636_png.rf.40c0cf5ae5241fff3bfc3d1eac885786.jpg,2,Good,134,109,338,470,158860,True,,4,4,4,"[224.968, 536.721, 2, 208.209, 301.44, 2, 237.156, 190.653, 2, 164, 390, 2]"
train,232,232,image_20241008_201334_jpg.rf.400d290f0ab9dbf2bf39aa94aae3e964.jpg,2,Good,103,42,364,512,186368,True,,4,4,4,"[229.539, 503.599, 2, 234.109, 218.064, 2, 258.486, 138.114, 2, 160, 291, 2]"
train,233,233,good_posture_20241013_225743_png.rf.3b812ccf74f235b49209ce40410ccd4d.jpg,2,Good,123,3,315,464,146160,True,,4,4,4,"[203.638, 435.071, 2, 197.544, 175.805, 2, 244.774, 63.875, 2, 154.667, 269, 2]"
train,234,234,bad_posture_20241021_142448_png.rf.3d1d4eaf6f4bcf9693c12ec03f558b6c.jpg,1,Bad,160,215,380.5,356.5,135648.25,True,,4,4,4,"[256.963, 534.437, 2, 351.423, 328.852, 2, 439.789, 274.029, 2, 226.667, 340, 2]"
train,235,235,bad_posture_20241021_141725_png.rf.413be557d70af63d6167cb7aafd54cc6.jpg,1,Bad,136,139,292,456,133152,True,,4,4,4,"[229.539, 519.589, 2, 208.209, 284.308, 2, 316.381, 222.632, 2, 145.333, 370, 2]"
train,236,236,good_posture_20241012_174341_png.rf.3ff07b605a1398058f9ff2a54572a31a.jpg,2,Good,111,53,288,502,144576,True,,4,4,4,"[208.209, 478.472, 2, 176.214, 242.049, 2, 206.685, 127.835, 2, 133.333, 303, 2]"
train,237,237,bad_posture_20241021_145134_png.rf.39ef3cc31258fb61e2ec3c7790d72e77.jpg,1,Bad,119,163,451,439.5,198214.5,True,,4,4,4,"[208.209, 547, 2, 384.941, 316.288, 2, 467.213, 260.323, 2, 253.333, 351, 2]"
train,238,238,bad_posture_20241021_142601_png.rf.37ffa45d5fc89944a645eb1a0a1d8757.jpg,1,Bad,142,143,277,428,118556,True,,4,4,4,"[258.486, 541.29, 2, 244.774, 318.572, 2, 295.051, 224.917, 2, 165.333, 361, 2]"
train,239,239,bad_posture_20241021_143705_png.rf.443355501ea968ca5a43241a8ffa22c2.jpg,1,Bad,119,186,326,379.5,123717,True,,4,4,4,"[220.397, 536.721, 2, 266.104, 331.136, 2, 352.947, 262.607, 2, 157.333, 369, 2]"
train,240,240,bad_posture_20241021_180513_png.rf.40db3268c827839853278b39eb8bc96f.jpg,1,Bad,166,122,296.5,495,146767.5,True,,4,4,4,"[247.821, 576.696, 2, 331.617, 303.724, 2, 378.847, 213.495, 2, 225.333, 370, 2]"
train,241,241,good_posture_20241013_222638_png.rf.44f12601fc184bab83639a4eeedfcc7e.jpg,1,Bad,119,56,335,409,137015,True,,4,4,4,"[264.58, 419.081, 2, 205.162, 203.216, 2, 292.004, 133.546, 2, 133.333, 253, 2]"
train,242,242,image_20241008_201104_jpg.rf.451575ce4c9e1338b56ca9e927507e1d.jpg,1,Bad,22,85,417,474,197658,True,,4,4,4,"[223.193, 501.653, 2, 98.513, 256.897, 2, 160.979, 160.957, 2, 45.333, 346, 2]"
train,243,243,bad_posture_20241021_144118_png.rf.45fd4518616a023f1bf4ff52c81a7b2f.jpg,2,Good,134,136,294,471.5,138621,True,,4,4,4,"[232.586, 515.021, 2, 212.779, 291.161, 2, 273.722, 204.358, 2, 177.333, 378, 2]"
train,244,244,bad_posture_20241012_173222_png.rf.45f3af8f3bc40181e99426f39d41ca21.jpg,1,Bad,132,85,363,488.5,177325.5,True,,4,4,4,"[229.539, 501.315, 2, 221.921, 252.328, 2, 288.957, 158.673, 2, 156, 336, 2]"
train,245,245,bad_posture_20241013_225714_png.rf.443b5909f523c9ee7a4810ef024ed433.jpg,1,Bad,130,38,383,439,168137,True,,4,4,4,"[217.35, 430.502, 2, 307.24, 183.8, 2, 372.753, 112.987, 2, 225.333, 222, 2]"
train,246,246,image_20241009_152252_jpg.rf.46f6c82023b018890e463115dcdd5733.jpg,1,Bad,71,60,401,445.5,178645.5,True,,4,4,4,"[237.156, 468.193, 2, 189.926, 236.338, 2, 241.727, 128.977, 2, 120, 313, 2]"
train,247,247,good_posture_20241021_142755_png.rf.44e116974e67cbfd8d381eeae5c3b9bf.jpg,2,Good,134,126,289.5,463.5,134183.25,True,,4,4,4,"[214.303, 561.848, 2, 211.256, 301.44, 2, 266.104, 205.5, 2, 153.333, 376, 2]"
train,248,248,bad_posture_20241012_172726_png.rf.4444747c5424449649beb55da4e0a1d2.jpg,1,Bad,96,114,344,451,155144,True,,4,4,4,"[234.109, 496.604, 2, 196.02, 261.323, 2, 276.769, 191.653, 2, 137.333, 332, 2]"
train,249,249,good_posture_20241021_142330_png.rf.45f44a5ce97e9ae414b99bf0f7d294f7.jpg,2,Good,171,27,215.5,574.5,123804.75,True,,4,4,4,"[247.821, 564.133, 2, 241.727, 298.014, 2, 278.755, 196.822, 2, 200, 364, 2]"
train,250,250,bad_posture_20241021_143653_png.rf.47a601d44514682ce563d73814eb1c55.jpg,1,Bad,113,181,321,401,128721,True,,4,4,4,"[244, 534, 2, 298.099, 315.146, 2, 342.282, 250.044, 2, 162.667, 361, 2]"
train,251,251,image_20241008_203730_jpg.rf.49ba9d7f6ad83b2be111590e76f4f391.jpg,1,Bad,4,87,399,483.5,192916.5,True,,4,4,4,"[171.643, 517.163, 2, 96.989, 268.176, 2, 182.308, 161.957, 2, 18.667, 332, 2]"
train,252,252,image_20241007_222736_jpg.rf.4a80cc5abd1055b3c8b1d475972c2093.jpg,1,Bad,29,106,406.5,458,186177,True,,4,4,4,"[225.648, 509.247, 2, 153.361, 254.612, 2, 243.251, 170.094, 2, 50.667, 331, 2]"
train,253,253,bad_posture_20241021_142856_png.rf.49044eb99b48026de58a4d6de343be2c.jpg,1,Bad,102,170,317,402,127434,True,,4,4,4,"[231.062, 542.432, 2, 229.539, 332.278, 2, 319.429, 246.617, 2, 140, 367, 2]"
train,254,254,image_20241009_224659_jpg.rf.455cdd67f9795c08ba1be20a12d4cda4.jpg,2,Good,76,20,401.5,510.5,204965.75,True,,4,4,4,"[244.774, 488.751, 2, 235.633, 180.373, 2, 224.968, 84.433, 2, 161.333, 237, 2]"
train,255,255,image_20241007_214451_jpg.rf.4c57b5c34d81a150fec002d5150059c1.jpg,2,Good,60,62,356,519.5,184942,True,,4,4,4,"[182.308, 529.868, 2, 182.308, 226.059, 2, 199.067, 131.261, 2, 117.333, 303, 2]"
train,256,256,bad_posture_20241013_221128_png.rf.4614d89c343542e5a722b26a16b6f2e0.jpg,1,Bad,117,33,300.5,426,128013,True,,4,4,4,"[253.915, 413.37, 2, 208.209, 192.937, 2, 304.193, 122.124, 2, 130.667, 242, 2]"
train,257,257,bad_posture_20241021_143534_png.rf.4d1e01ad50bd8647799c72dac25cb570.jpg,1,Bad,113,195,292,385.5,112566,True,,4,4,4,"[186.879, 551.569, 2, 234.109, 312.862, 2, 308.763, 256.897, 2, 130.667, 382, 2]"
train,258,258,image_20241007_222736_jpg.rf.4c36390a9cb9d070de7da6dd0cb7eca9.jpg,1,Bad,29,106,406.5,458,186177,True,,4,4,4,"[225.648, 509.247, 2, 153.361, 254.612, 2, 243.251, 170.094, 2, 50.667, 331, 2]"
train,259,259,good_posture_20241021_142205_png.rf.4b4460e0a4bbe41d8a8ccb5464f43fa8.jpg,2,Good,180,125,219,446.5,97783.5,True,,4,4,4,"[256.963, 534.437, 2, 263.057, 307.151, 2, 293.528, 198.648, 2, 208, 351, 2]"
train,260,260,bad_posture_20241021_143616_png.rf.4d4f84aa93e3559c5bc143d31a6137c3.jpg,1,Bad,128,176,302.5,412,124630,True,,4,4,4,"[224.968, 516.163, 2, 267.627, 311.719, 2, 348.376, 255.755, 2, 156, 366, 2]"
train,261,261,bad_posture_20241013_221410_png.rf.510f8559bc222475e7db1b83ef672964.jpg,1,Bad,138,33,348,446.5,155382,True,,4,4,4,"[269.151, 455.629, 2, 256.963, 210.069, 2, 337.711, 118.698, 2, 162.667, 295, 2]"
train,262,262,good_posture_20241013_222721_png.rf.4a46a1fabe1d7a7bb8653a2e66d5c66a.jpg,2,Good,164,5,246.5,502.5,123866.25,True,,4,4,4,"[238.68, 446.492, 2, 232, 170, 2, 278.292, 71.87, 2, 180, 204, 2]"
train,263,263,good_posture_20241021_142223_png.rf.516d63215380864b7c20ba229f3a7eb4.jpg,2,Good,151,123,324,457,148068,True,,4,4,4,"[250.868, 532.153, 2, 235.633, 299.156, 2, 253.915, 195.221, 2, 177.333, 379, 2]"
train,264,264,good_posture_20241021_142336_png.rf.4ba02b00727131e88ad643249f0ea804.jpg,2,Good,166,126,333,455.5,151681.5,True,,4,4,4,"[252.392, 547, 2, 240.203, 296.872, 2, 285.91, 205.5, 2, 194.667, 380, 2]"
train,265,265,bad_posture_20241021_145555_png.rf.4aa979b00eea7b0d6c07c7b119897c74.jpg,1,Bad,113,170,333,431.5,143689.5,True,,4,4,4,"[199.067, 554.996, 2, 228.015, 310.577, 2, 328.57, 255.755, 2, 132, 364, 2]"
train,266,266,good_posture_20241013_222750_png.rf.4ef90e53e27b6d11907e1347da058ecd.jpg,2,Good,161,6,240,478,114720,True,,4,4,4,"[243.251, 431.644, 2, 238.68, 163.241, 2, 264.58, 74.154, 2, 186.667, 222, 2]"
train,267,267,bad_posture_20241021_144048_png.rf.516b88b5e1de56614ad3f5de8ea27668.jpg,1,Bad,125,182,317,408.5,129494.5,True,,4,4,4,"[223.444, 545.858, 2, 272.198, 331.136, 2, 337.711, 255.755, 2, 165.333, 361, 2]"
train,268,268,good_posture_20241013_222710_png.rf.4cc366f4c8eb868e12e7f89bbc453c45.jpg,2,Good,168,0,249,507,126243,True,,4,4,4,"[255.439, 447.634, 2, 256.963, 163.241, 2, 288.957, 79.865, 2, 202.667, 226, 2]"
train,269,269,bad_posture_20241021_145122_png.rf.4b252421de3caaec047094d88f869e0b.jpg,1,Bad,111,193,448,383.5,171808,True,,4,4,4,"[218.874, 525.3, 2, 384.941, 325.425, 2, 462.643, 268.318, 2, 246.667, 359, 2]"
train,270,270,bad_posture_20241021_144100_png.rf.4d04a646cabc534f056cba47c67a12a9.jpg,1,Bad,116,183,329.5,391.5,128999.25,True,,4,4,4,"[208.209, 559.564, 2, 266.104, 327.709, 2, 340.758, 260.323, 2, 161.333, 358, 2]"
train,271,271,bad_posture_20241021_143747_png.rf.5262fcbd048d2bc8ffc9369ab8f72686.jpg,1,Bad,111,175,338,430.5,145509,True,,4,4,4,"[224.968, 532.153, 2, 238.68, 318.572, 2, 331.617, 242.049, 2, 145.333, 354, 2]"
train,272,272,bad_posture_20241021_144000_png.rf.4fedd1b61395d6e05ce01e40238cc886.jpg,1,Bad,121,183,359,384.5,138035.5,True,,4,4,4,"[214.303, 532.153, 2, 253.915, 316.288, 2, 337.711, 261.465, 2, 153.333, 369, 2]"
train,273,273,bad_posture_20241013_225746_png.rf.52f4fc9c9c985068481194616632bef9.jpg,1,Bad,107,9,364.5,471,171679.5,True,,4,4,4,"[249.345, 427.076, 2, 197.544, 164.383, 2, 311.811, 102.708, 2, 130.667, 290, 2]"
train,274,274,good_posture_20241013_225738_png.rf.49dde5bf40504ae348c3d05d4a75d82f.jpg,2,Good,117,6,311,452,140572,True,,4,4,4,"[189.926, 429.36, 2, 196.02, 167.81, 2, 231.062, 67.301, 2, 136, 211, 2]"
train,275,275,bad_posture_20241021_145335_png.rf.521e2285ad314459480aa08f152379c3.jpg,1,Bad,143,186,321.5,402,129243,True,,4,4,4,"[215.827, 551.569, 2, 288.957, 314.004, 2, 372.753, 260.323, 2, 172, 372, 2]"
train,276,276,bad_posture_20241021_143020_png.rf.51bd6b7c7983855b05cdcdccaf456370.jpg,1,Bad,103,191,321.5,390.5,125545.75,True,,4,4,4,"[194.497, 521.873, 2, 220.397, 332.278, 2, 330.093, 255.755, 2, 129.333, 372, 2]"
train,277,277,image_20241009_135224_jpg.rf.5501dcaa0a41a41a9e5dd65b70a671bb.jpg,2,Good,92,49,340.5,472,160716,True,,4,4,4,"[223.444, 479.614, 2, 171.643, 205.5, 2, 196.02, 103.85, 2, 145.333, 310, 2]"
train,278,278,good_posture_20241021_141707_png.rf.52c4ae2019f1a34b9f61654abcb6b3d0.jpg,1,Bad,124,132,274.5,463.5,127230.75,True,,4,4,4,"[257.073, 539.471, 2, 186.879, 308.293, 2, 292.004, 219.206, 2, 149.333, 399, 2]"
train,279,279,good_posture_20241021_142342_png.rf.4fdad88c2fe0431dc2ef26c8f0b27587.jpg,2,Good,181,124,288,465,133920,True,,4,4,4,"[260.01, 548, 2, 256.963, 291.019, 2, 305.716, 196.221, 2, 197.333, 379, 2]"
train,280,280,good_posture_20241012_174311_png.rf.50aa111915d5696ae52a9a9f4fdea858.jpg,2,Good,62,51,325.5,460.5,149892.75,True,,4,4,4,"[188.403, 459.056, 2, 177.738, 222.632, 2, 217.35, 126.693, 2, 137.333, 268, 2]"
train,281,281,good_posture_20241021_142153_png.rf.53ff9cef124a7c432308ec8797d6b7e9.jpg,2,Good,193,118,280.5,472,132396,True,,4,4,4,"[275.245, 545.858, 2, 273.722, 294.587, 2, 301.146, 202.074, 2, 220, 364, 2]"
train,282,282,image_20241009_225721_jpg.rf.5236c77f62c8492e23c7e1beb59dbf4f.jpg,1,Bad,65,39,370,504.5,186665,True,,4,4,4,"[226.491, 479.614, 2, 138.125, 224.917, 2, 208.209, 128.977, 2, 81.333, 294, 2]"
train,283,283,good_posture_20241021_141649_png.rf.55228561beba275e28e11a82e618a08a.jpg,2,Good,153,112,246,466,114636,True,,4,4,4,"[221.921, 540.148, 2, 221.921, 294.587, 2, 246.298, 196.363, 2, 165.333, 337, 2]"
train,284,284,bad_posture_20241021_180513_png.rf.554e806fdbaf4244392d7b4959e6d1a7.jpg,1,Bad,166,122,296.5,495,146767.5,True,,4,4,4,"[247.821, 576.696, 2, 331.617, 303.724, 2, 378.847, 213.495, 2, 225.333, 370, 2]"
train,285,285,good_posture_20241021_180555_png.rf.571494939c14ef7f2e2a3a20e01ef43a.jpg,2,Good,174,103,315,505.5,159232.5,True,,4,4,4,"[273.722, 566.417, 2, 276.769, 298.014, 2, 323.999, 192.937, 2, 206.667, 382, 2]"
train,286,286,bad_posture_20241021_143245_png.rf.5444765c2b95f70b79738dbd52068113.jpg,1,Bad,120,189,363.5,422,153397,True,,4,4,4,"[199.067, 545.858, 2, 264.58, 320.857, 2, 357.517, 264.892, 2, 152, 371, 2]"
train,287,287,good_posture_20241021_180549_png.rf.55ad771bf0e6b6a29d4a0185a09ddb9d.jpg,2,Good,160,96,320.5,507,162493.5,True,,4,4,4,"[272.198, 541.29, 2, 285.91, 295.729, 2, 328.57, 190.653, 2, 216, 368, 2]"
train,288,288,good_posture_20241021_141958_png.rf.55da3a2ce06cbec85597d828547b8dba.jpg,2,Good,147,101,270,472.5,127575,True,,4,4,4,"[229.539, 521.873, 2, 226.491, 291.161, 2, 241.727, 188.368, 2, 198.667, 361, 2]"
train,289,289,good_posture_20241013_222732_png.rf.593e5b73ee082fa508f3b041265236af.jpg,2,Good,159,11,260,483,125580,True,,4,4,4,"[238.68, 433.929, 2, 234.109, 170.094, 2, 272.198, 78.723, 2, 182.667, 235, 2]"
train,290,290,good_posture_20241021_141335_png.rf.529c2f79c2e3de57f14d4634ac9b841d.jpg,2,Good,134,102,268,485.5,130114,True,,4,4,4,"[228.015, 525.3, 2, 214.303, 299.156, 2, 247.821, 199.79, 2, 158.667, 349, 2]"
