capture_id,subject_id,posture,calibration_id,correspondence_status,correspondence_score,status_3d,decision,valid_3d_joints_core,valid_3d_joints_total,core_reproj_error_640p_px,core_reproj_error_1080p_px,masked_joint_max_error_px,shoulder_width_m,torso_length_m,depth_z_m,reason
CAP000260,S007,forward_head,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000261,S007,forward_head,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000262,S007,forward_head,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000263,S007,forward_head,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000264,S007,forward_head,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000265,S007,reject,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000266,S007,reject,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000267,S007,reject,CAL_006,SAME_PERSON,0,FAIL,EXCLUDE_3D_DEGENERATE_RIG,0,0,,,,,,,Rig CAL_006 excluded (Baseline=4.5m)
CAP000268,S008,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,25.58,76.75,152.59,0.25,,1.014,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000269,S008,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,25.83,77.48,157.49,0.247,,1.012,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000270,S008,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,25.32,75.97,154.16,0.249,,1.006,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000271,S008,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,25.61,76.82,162.47,0.258,,1.011,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000272,S008,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,25.47,76.41,157.41,0.25,,1.007,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000273,S008,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,20.29,60.86,151.54,0.357,,1.207,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000274,S008,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,17.83,53.5,174.82,0.326,,1.183,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000275,S008,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,18.81,56.43,175.37,0.357,,1.213,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000276,S008,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,18.81,56.44,172.21,0.35,,1.207,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000277,S008,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,18.91,56.74,174.49,0.339,,1.212,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000278,S008,leaning_backward,CAL_008,LIKELY_SAME,1,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,15.16,45.49,1613.25,0.182,,0.877,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000279,S008,leaning_backward,CAL_008,LIKELY_SAME,1,REVIEW,INCLUDE_3D_WITH_MASKING,5,12,16.62,49.85,810.76,0.186,,0.885,Partial 3D: 5/17 core joints - usable with NaN masking
CAP000280,S008,leaning_backward,CAL_008,LIKELY_SAME,1,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,14.89,44.68,2225.13,0.186,,0.894,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000281,S008,leaning_backward,CAL_008,LIKELY_SAME,1,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,13.81,41.43,1553.1,0.189,,0.894,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000282,S008,leaning_backward,CAL_008,LIKELY_SAME,1,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,14.19,42.57,1336.08,0.188,,0.902,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000283,S008,leaning_left,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,33.11,99.33,312708.18,0.22,,0.918,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000284,S008,leaning_left,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,31.71,95.14,6602425.82,0.212,,0.917,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000285,S008,leaning_left,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,31.63,94.88,2538996.33,0.214,,0.917,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000286,S008,leaning_left,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,33.04,99.11,46063.08,0.215,,0.915,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000287,S008,leaning_left,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,32.6,97.79,343.5,0.217,,0.916,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000288,S008,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,49.51,148.54,644.32,0.049,,1.034,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000289,S008,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,4,13,41.8,125.41,1569878.22,0.041,,1.052,Partial 3D: 4/17 core joints - usable with NaN masking
CAP000290,S008,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,5,12,44.51,133.53,650.48,0.032,,1.066,Partial 3D: 5/17 core joints - usable with NaN masking
CAP000291,S008,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,5,12,43.72,131.17,676.1,0.04,,1.058,Partial 3D: 5/17 core joints - usable with NaN masking
CAP000292,S008,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,5,12,43.9,131.69,722.15,0.033,,1.055,Partial 3D: 5/17 core joints - usable with NaN masking
CAP000293,S008,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,11,24.39,73.18,195.13,0.212,,0.971,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000294,S008,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,23.1,69.29,1329.53,0.215,,0.98,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000295,S008,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,25.58,76.73,1037.64,0.215,,0.979,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000296,S008,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,25.21,75.63,1769.26,0.216,,0.979,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000297,S008,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,11,24.62,73.85,1452.85,0.218,,0.977,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000298,S008,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,26.83,80.5,178.6,0.277,,1.103,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000299,S008,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,25.96,77.87,190.06,0.295,,1.113,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000300,S008,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,25.95,77.86,184.2,0.276,,1.107,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000301,S008,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,25.35,76.06,186.14,0.277,,1.097,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000302,S008,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,13,26.43,79.3,188.49,0.276,,1.12,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000303,S008,reject,CAL_008,SAME_PERSON,0,FAIL,EXCLUDE_3D,1,9,29.57,88.7,1373.73,,,1.513,Insufficient core joints (1/17) or depth anomaly (Z=1.51m)
CAP000304,S009,upright,CAL_008,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,12,37.12,111.36,536.01,0.244,,1.021,"Full 3D: 8/17 core joints, core_err=37.1px, Z=1.02m"
CAP000305,S009,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,32.89,98.68,568.1,0.253,,1.02,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000306,S009,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,31.33,93.99,642.57,0.249,,1.01,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000307,S009,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,31.74,95.23,577.69,0.248,,1.008,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000308,S009,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,31.48,94.45,619.67,0.249,,1.011,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000309,S009,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,36.48,109.44,11944.22,0.32,,1.21,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000310,S009,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,35.79,107.36,1051.78,0.313,,1.203,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000311,S009,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,35.82,107.46,1317.49,0.314,,1.202,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000312,S009,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,35.39,106.17,2066.61,0.312,,1.206,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000313,S009,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,36.05,108.16,1529.96,0.313,,1.208,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000314,S009,leaning_backward,CAL_008,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,12,35.44,106.31,2183.79,0.226,,0.948,"Full 3D: 8/17 core joints, core_err=35.4px, Z=0.95m"
CAP000315,S009,leaning_backward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,31.59,94.77,1197.5,0.225,,0.948,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000316,S009,leaning_backward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,30.93,92.79,1188.89,0.222,,0.94,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000317,S009,leaning_backward,CAL_008,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,12,35.14,105.42,1136.0,0.223,,0.935,"Full 3D: 8/17 core joints, core_err=35.1px, Z=0.94m"
CAP000318,S009,leaning_backward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,30.94,92.83,1037.96,0.228,,0.952,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000319,S009,leaning_left,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,13,15.1,45.31,2295643.94,0.275,,0.947,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000320,S009,leaning_left,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,13,16.64,49.93,2865.84,0.265,,0.948,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000321,S009,leaning_left,CAL_008,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,12,20.48,61.44,1254.88,0.266,,0.962,"Full 3D: 8/17 core joints, core_err=20.5px, Z=0.96m"
CAP000322,S009,leaning_left,CAL_008,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,13,20.34,61.02,98495.41,0.264,,0.958,"Full 3D: 8/17 core joints, core_err=20.3px, Z=0.96m"
CAP000323,S009,leaning_left,CAL_008,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,13,20.35,61.04,368.95,0.265,,0.958,"Full 3D: 8/17 core joints, core_err=20.3px, Z=0.96m"
CAP000324,S009,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,5,12,47.96,143.88,776.15,0.081,,1.031,Partial 3D: 5/17 core joints - usable with NaN masking
CAP000325,S009,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,5,11,45.11,135.34,655.89,0.068,,1.036,Partial 3D: 5/17 core joints - usable with NaN masking
CAP000326,S009,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,5,11,47.47,142.41,664.04,0.085,,1.04,Partial 3D: 5/17 core joints - usable with NaN masking
CAP000327,S009,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,4,11,46.23,138.7,923.68,0.079,,1.011,Partial 3D: 4/17 core joints - usable with NaN masking
CAP000328,S009,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,4,10,45.38,136.15,991.49,0.087,,1.01,Partial 3D: 4/17 core joints - usable with NaN masking
CAP000329,S009,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,13,28.71,86.12,632.93,0.244,,1.014,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000330,S009,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,22.51,67.52,531.71,0.249,,1.023,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000331,S009,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,21.66,64.98,618.21,0.248,,1.012,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000332,S009,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,13,27.36,82.08,612.23,0.23,,0.991,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000333,S009,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,22.19,66.58,525.01,0.248,,1.009,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000334,S009,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,29.23,87.68,4339.13,0.326,,1.254,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000335,S009,forward_head,CAL_008,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,12,25.53,76.59,1113.9,0.287,,1.189,"Full 3D: 8/17 core joints, core_err=25.5px, Z=1.19m"
CAP000336,S009,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,27.86,83.57,1445.89,0.304,,1.211,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000337,S009,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,32.88,98.63,2969.12,0.308,,1.177,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000338,S009,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,27.55,82.66,3533.06,0.304,,1.207,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000339,S009,reject,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,5,8,35.9,107.69,280.93,,,1.06,Partial 3D: 5/17 core joints - usable with NaN masking
CAP000340,S009,reject,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,11,40.4,121.19,812.02,0.215,,0.845,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000341,S010,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,25.16,75.48,181.89,0.212,,1.02,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000342,S010,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,25.31,75.92,186.44,0.205,,1.011,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000343,S010,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,24.74,74.22,190.75,0.206,,1.006,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000344,S010,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,25.66,76.98,190.48,0.207,,1.012,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000345,S010,upright,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,25.49,76.46,191.71,0.208,,1.016,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000346,S010,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,11,28.22,84.65,200.11,0.297,,1.125,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000347,S010,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,11,27.67,83.0,195.76,0.301,,1.13,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000348,S010,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,11,27.89,83.66,196.69,0.289,,1.13,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000349,S010,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,28.39,85.17,221.43,0.289,,1.137,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000350,S010,leaning_forward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,28.2,84.6,228.31,0.299,,1.131,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000351,S010,leaning_backward,CAL_008,LIKELY_SAME,1,REVIEW,INCLUDE_3D_WITH_MASKING,6,11,24.16,72.47,176.32,0.18,,0.896,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000352,S010,leaning_backward,CAL_008,LIKELY_SAME,1,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,24.56,73.68,187.71,0.179,,0.917,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000353,S010,leaning_backward,CAL_008,LIKELY_SAME,1,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,24.29,72.87,194.58,0.182,,0.928,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000354,S010,leaning_backward,CAL_008,LIKELY_SAME,1,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,24.49,73.48,204.68,0.184,,0.943,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000355,S010,leaning_backward,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,25.06,75.19,206.59,0.186,,0.947,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000356,S010,leaning_left,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,11,15.87,47.6,169.61,0.202,,1.022,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000357,S010,leaning_left,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,19.06,57.17,165.11,0.206,,1.005,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000358,S010,leaning_left,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,19.53,58.59,167.19,0.204,,1.011,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000359,S010,leaning_left,CAL_008,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,13,20.73,62.18,218.13,0.22,,1.085,"Full 3D: 8/17 core joints, core_err=20.7px, Z=1.09m"
CAP000360,S010,leaning_left,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,13,19.54,58.63,182.02,0.223,,0.997,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000361,S010,leaning_right,CAL_008,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,14,39.39,118.17,276.18,0.211,,1.007,"Full 3D: 9/17 core joints, core_err=39.4px, Z=1.01m"
CAP000362,S010,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,11,28.52,85.57,239.69,0.21,,1.082,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000363,S010,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,13,28.9,86.69,738.0,,,1.062,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000364,S010,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,13,28.56,85.69,859.95,,,1.062,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000365,S010,leaning_right,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,14,42.42,127.27,25373.19,,,1.041,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000366,S010,leaning_right,CAL_008,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,14,37.98,113.93,1568.43,0.23,,1.03,"Full 3D: 9/17 core joints, core_err=38.0px, Z=1.03m"
CAP000367,S010,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,22.16,66.49,199.5,0.214,,1.03,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000368,S010,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,11,23.71,71.14,242.0,0.213,,1.043,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000369,S010,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,11,22.78,68.35,246.94,0.209,,1.031,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000370,S010,slouching,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,7,12,22.25,66.75,252.31,0.209,,1.034,Partial 3D: 7/17 core joints - usable with NaN masking
CAP000371,S010,slouching,CAL_008,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,8,13,29.92,89.75,18666.53,0.222,,1.049,"Full 3D: 8/17 core joints, core_err=29.9px, Z=1.05m"
CAP000372,S010,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,22.47,67.42,191.38,0.238,,1.089,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000373,S010,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,22.13,66.38,196.61,0.215,,1.074,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000374,S010,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,21.85,65.54,189.38,0.217,,1.076,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000375,S010,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,22.25,66.75,177.77,0.22,,1.081,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000376,S010,forward_head,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,12,21.15,63.46,178.73,0.228,,1.085,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000377,S010,reject,CAL_008,SAME_PERSON,0,REVIEW,INCLUDE_3D_WITH_MASKING,6,10,35.06,105.18,598.21,0.28,,0.983,Partial 3D: 6/17 core joints - usable with NaN masking
CAP000378,S010,reject,CAL_008,SUSPICIOUS,3,PASS,INCLUDE_3D_FULL,10,13,36.81,110.44,5797.54,0.155,,0.7,"Full 3D: 10/17 core joints, core_err=36.8px, Z=0.70m"
CAP000379,S011,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,23.14,69.42,,0.305,0.265,0.902,"Full 3D: 12/17 core joints, core_err=23.1px, Z=0.90m"
CAP000380,S011,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,22.67,68.01,,0.307,,0.901,"Full 3D: 10/17 core joints, core_err=22.7px, Z=0.90m"
CAP000381,S011,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,22.96,68.87,,0.304,0.265,0.902,"Full 3D: 12/17 core joints, core_err=23.0px, Z=0.90m"
CAP000382,S011,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,23.19,69.56,,0.304,0.265,0.903,"Full 3D: 12/17 core joints, core_err=23.2px, Z=0.90m"
CAP000383,S011,upright,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,23.32,69.97,,0.304,0.265,0.903,"Full 3D: 12/17 core joints, core_err=23.3px, Z=0.90m"
CAP000384,S011,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,23.84,71.53,,0.328,0.239,0.867,"Full 3D: 10/17 core joints, core_err=23.8px, Z=0.87m"
CAP000385,S011,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,21.5,64.51,,0.324,,0.852,"Full 3D: 9/17 core joints, core_err=21.5px, Z=0.85m"
CAP000386,S011,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,20.29,60.88,,0.325,,0.854,"Full 3D: 9/17 core joints, core_err=20.3px, Z=0.85m"
CAP000387,S011,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,9,9,21.46,64.39,,0.329,,0.855,"Full 3D: 9/17 core joints, core_err=21.5px, Z=0.85m"
CAP000388,S011,leaning_forward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,10,10,21.69,65.08,,0.325,0.242,0.867,"Full 3D: 10/17 core joints, core_err=21.7px, Z=0.87m"
CAP000389,S011,leaning_backward,CAL_009,SAME_PERSON,0,PASS,INCLUDE_3D_FULL,12,12,39.6,118.8,,0.29,0.261,0.941,"Full 3D: 12/17 core joints, core_err=39.6px, Z=0.94m"
