cluster_id,cluster_size,labels,splits,mixed_label,cross_split,edge_count,min_edge_distance,max_edge_distance,mean_edge_distance,suggested_representative,review_priority
CL00313,2,leaning_right,train,False,False,1,0,0,0.0,train/leaning_right/mb0472_jpg.rf.9de49db94119bdd269a50b9b8858243a.jpg,P4_same_label_same_split
CL00314,2,leaning_right,train,False,False,1,0,0,0.0,train/leaning_right/mb20011_jpg.rf.b6029ecb491536277da9b946f21de30b.jpg,P4_same_label_same_split
CL00315,2,leaning_right,train,False,False,1,0,0,0.0,train/leaning_right/mb20014_jpg.rf.f081350b9d0797c1b011bd31411fa877.jpg,P4_same_label_same_split
CL00316,2,leaning_right,train,False,False,1,2,2,2.0,train/leaning_right/mb20047_jpg.rf.8600c1e4bdb8b5761670175081b4baae.jpg,P4_same_label_same_split
CL00317,2,upright,train,False,False,1,2,2,2.0,train/upright/VidWebCam_frame_1925_png_jpg.rf.5cbd9a3d6f71c368dbd3609860fabd6b.jpg,P4_same_label_same_split
CL00318,2,upright,train,False,False,1,2,2,2.0,train/upright/VidWebCam_frame_77_png_jpg.rf.cf71209e70c807a57df114b64f6d439d.jpg,P4_same_label_same_split
CL00319,2,upright,train,False,False,1,1,1,1.0,train/upright/extract0015_jpg.rf.b4271f5d2c585798782180e1f754b9ed.jpg,P4_same_label_same_split
CL00320,2,upright,train,False,False,1,0,0,0.0,train/upright/extract0028_jpg.rf.767eb602d40f132246626f8984f625ff.jpg,P4_same_label_same_split
CL00321,2,leaning_forward | upright,train | valid,True,True,1,2,2,2.0,valid/leaning_forward/extract0764_jpg.rf.4efd1070c068bec9446163e3978946d4.jpg,P1_mixed_label_cross_split
CL00322,2,upright,train,False,False,1,1,1,1.0,train/upright/extract1036_jpg.rf.88e2e0985cbe4d0f9c7ec8fc412ab606.jpg,P4_same_label_same_split
CL00323,2,upright,train,False,False,1,1,1,1.0,train/upright/extract2434_jpg.rf.0d002932a71e3c086c69a3973f7caeca.jpg,P4_same_label_same_split
CL00324,2,upright,train,False,False,1,0,0,0.0,train/upright/mb0068_jpg.rf.30218ecc697e6435b8a7ff31d647921d.jpg,P4_same_label_same_split
CL00325,2,upright,train,False,False,1,2,2,2.0,train/upright/mb0098_jpg.rf.eec95520c6e46fa2689594042ec86de3.jpg,P4_same_label_same_split
CL00326,2,upright,train,False,False,1,2,2,2.0,train/upright/mb0100_jpg.rf.c9b90826b9e66e215b4927fe6820ff2e.jpg,P4_same_label_same_split
CL00327,2,upright,train,False,False,1,0,0,0.0,train/upright/mb0175_jpg.rf.a35e94fa7427b6266171fade4190f4e3.jpg,P4_same_label_same_split
CL00328,2,upright,train,False,False,1,2,2,2.0,train/upright/mb0204_jpg.rf.cd177718187bd4958fcd213cb75e0643.jpg,P4_same_label_same_split
CL00329,2,upright,train,False,False,1,1,1,1.0,train/upright/mb0228_jpg.rf.886aedd01fa156cdcc120b5554f567aa.jpg,P4_same_label_same_split
CL00330,2,upright,train,False,False,1,1,1,1.0,train/upright/mb0246_jpg.rf.d4a23220daa584dcba10efaaae34ea46.jpg,P4_same_label_same_split
CL00331,2,upright,train,False,False,1,0,0,0.0,train/upright/mb0268_jpg.rf.b44809168ce1ec377436d3cfa78c82ff.jpg,P4_same_label_same_split
CL00332,2,upright,train,False,False,1,2,2,2.0,train/upright/mb0347_jpg.rf.d900d419a81fd0da73a1a9a644b63d60.jpg,P4_same_label_same_split
CL00333,2,upright,train,False,False,1,1,1,1.0,train/upright/mb0376_jpg.rf.56bf13fdc91ef95a3a14fa1c82dc6dec.jpg,P4_same_label_same_split
CL00334,2,upright,train,False,False,1,2,2,2.0,train/upright/mb0534_jpg.rf.b324eeef448ca60576a7331af9b560f2.jpg,P4_same_label_same_split
CL00335,2,leaning_backward,valid,False,False,1,0,0,0.0,valid/leaning_backward/mb20216_jpg.rf.bd0a99f4d5f19a2920c9fd11d1239197.jpg,P4_same_label_same_split
CL00336,2,leaning_forward,valid,False,False,1,1,1,1.0,valid/leaning_forward/VidWebCam_frame_1155_png_jpg.rf.7f565605dbef239b4d8d3648a48ae3a4.jpg,P4_same_label_same_split
CL00337,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/VidWebCam_frame_1617_png_jpg.rf.3a4adca6d337fc187b4cffc77adac5a0.jpg,P4_same_label_same_split
CL00338,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/VidWebCam_frame_1694_png_jpg.rf.95e506cd41f0acb934144d24600307d0.jpg,P4_same_label_same_split
CL00339,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/VidWebCam_frame_2849_png_jpg.rf.88ed32720e72aaa919e38b1a8cb9e135.jpg,P4_same_label_same_split
CL00340,2,leaning_forward,valid,False,False,1,1,1,1.0,valid/leaning_forward/VidWebCam_frame_3234_png_jpg.rf.7081182cbcb3eac0499f2f8b51f2a0e3.jpg,P4_same_label_same_split
CL00341,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/extract0337_jpg.rf.96da723c58bca453fbe1b14960d18614.jpg,P4_same_label_same_split
CL00342,2,leaning_forward,valid,False,False,1,0,0,0.0,valid/leaning_forward/extract0834_jpg.rf.9820b121e9eff0d7ae630e7c8da46bcc.jpg,P4_same_label_same_split
CL00343,2,leaning_forward,valid,False,False,1,0,0,0.0,valid/leaning_forward/extract1387_jpg.rf.39bd5fa97f44f984b9a9dca31224f660.jpg,P4_same_label_same_split
CL00344,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/extract1400_jpg.rf.5bf06e325672f96939c94e5aafff4b3b.jpg,P4_same_label_same_split
CL00345,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/extract1404_jpg.rf.d690f4626b37c3402086e419667f965a.jpg,P4_same_label_same_split
CL00346,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/extract1421_jpg.rf.20cddc4ef264b1f4ceec6fd1388f90c9.jpg,P4_same_label_same_split
CL00347,2,leaning_forward,valid,False,False,1,1,1,1.0,valid/leaning_forward/extract1422_jpg.rf.4e7e380bc2bb15f40e3e26ef37990a83.jpg,P4_same_label_same_split
CL00348,2,leaning_forward,valid,False,False,1,1,1,1.0,valid/leaning_forward/extract1431_jpg.rf.c7add75c492c72ce409c546d2c83be2d.jpg,P4_same_label_same_split
CL00349,2,leaning_forward,valid,False,False,1,1,1,1.0,valid/leaning_forward/extract1435_jpg.rf.671bc2c1661bd0bcd6d26c49136ce577.jpg,P4_same_label_same_split
CL00350,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/extract1456_jpg.rf.b2dde3e4a33b20aec8fd85e9097e3d7f.jpg,P4_same_label_same_split
CL00351,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/extract1522_jpg.rf.4479f8aecbc07b22a5f1e52818521dd2.jpg,P4_same_label_same_split
CL00352,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/extract1600_jpg.rf.38d83ffd679ab5facc304955d8e7d9ec.jpg,P4_same_label_same_split
CL00353,2,leaning_forward,valid,False,False,1,1,1,1.0,valid/leaning_forward/extract1607_jpg.rf.c2c395bd501730a005aff2e209a1853d.jpg,P4_same_label_same_split
CL00354,2,leaning_forward,valid,False,False,1,1,1,1.0,valid/leaning_forward/extract1608_jpg.rf.b4c12c2a3bfc73e63192d6e68acf4c16.jpg,P4_same_label_same_split
CL00355,2,leaning_forward,valid,False,False,1,1,1,1.0,valid/leaning_forward/extract1627_jpg.rf.dd2dd54a2b77041b0785c8830b169888.jpg,P4_same_label_same_split
CL00356,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/extract1683_jpg.rf.1a803b2ccddc55baaee82c7af43f14ab.jpg,P4_same_label_same_split
CL00357,2,leaning_forward,valid,False,False,1,1,1,1.0,valid/leaning_forward/extract3166_jpg.rf.c06ea8275a18b809edb8841124027ad2.jpg,P4_same_label_same_split
CL00358,2,leaning_forward,valid,False,False,1,0,0,0.0,valid/leaning_forward/extract3484_jpg.rf.d0a2f72293d1f5ca805199a6b5749e33.jpg,P4_same_label_same_split
CL00359,2,leaning_forward,valid,False,False,1,1,1,1.0,valid/leaning_forward/mb0103_jpg.rf.7c82e4f0b5c31aac4de2617da98de707.jpg,P4_same_label_same_split
CL00360,2,leaning_forward,valid,False,False,1,0,0,0.0,valid/leaning_forward/mb0124_jpg.rf.4a6759b4e21b379641923ad5991014e4.jpg,P4_same_label_same_split
CL00361,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/mb0140_jpg.rf.ee0128479e2465ce1ddd66371e33dcfe.jpg,P4_same_label_same_split
CL00362,2,leaning_forward,valid,False,False,1,0,0,0.0,valid/leaning_forward/mb0180_jpg.rf.85eaad940fa54cdd0daa8276605b1ed3.jpg,P4_same_label_same_split
CL00363,2,leaning_forward,valid,False,False,1,0,0,0.0,valid/leaning_forward/mb0273_jpg.rf.a8b012a2f1807d6fef5563c7fdca9e50.jpg,P4_same_label_same_split
CL00364,2,leaning_forward,valid,False,False,1,0,0,0.0,valid/leaning_forward/mb0305_jpg.rf.5398e8dbbde379560749e5a92f150bf6.jpg,P4_same_label_same_split
CL00365,2,leaning_forward,valid,False,False,1,0,0,0.0,valid/leaning_forward/mb0333_jpg.rf.d4018d2c65eb856de483de6e7d121136.jpg,P4_same_label_same_split
CL00366,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/mb0344_jpg.rf.3974cb97b4d2e8db38ee443c2a1b0406.jpg,P4_same_label_same_split
CL00367,2,leaning_forward,valid,False,False,1,2,2,2.0,valid/leaning_forward/mb0360_jpg.rf.6c47f133ab54c1074ee61c176e82f36f.jpg,P4_same_label_same_split
CL00368,2,leaning_forward,valid,False,False,1,0,0,0.0,valid/leaning_forward/mb0418_jpg.rf.c8451e42c6906251e36174de107ec613.jpg,P4_same_label_same_split
CL00369,2,leaning_forward,valid,False,False,1,0,0,0.0,valid/leaning_forward/mb0502_jpg.rf.e4e2dc9094931e131ec2b5868e2aeb49.jpg,P4_same_label_same_split
CL00370,2,leaning_forward,valid,False,False,1,1,1,1.0,valid/leaning_forward/mb20182_jpg.rf.6183f6ecad9a9fcf75de4f2d9cb1faee.jpg,P4_same_label_same_split
CL00371,2,leaning_forward,valid,False,False,1,0,0,0.0,valid/leaning_forward/mb20184_jpg.rf.4d9a3602b6526732ddb84b547a5e0908.jpg,P4_same_label_same_split
