image_id,relative_path,original_path,original_split,original_label,final_label,subject_group,session_group,sequence_group,camera_view,torso_visible,shoulders_visible,hips_visible,label_quality,decision,notes,cluster_id,cluster_size,cluster_mixed_label,cluster_cross_split,suggested_representative,width,height,edge_variance,brightness_mean
IMG02429,train/leaning_right/extract3516_jpg.rf.23bf5c2aca48320fbd3c38bd5198dfbf.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3516_jpg.rf.23bf5c2aca48320fbd3c38bd5198dfbf.jpg,train,leaning_right,,,,CL00097,,,,,,,,CL00097,7,False,False,False,1080,720,181.4074,107.6326
IMG02430,train/leaning_right/extract3517_jpg.rf.a7243eb4625a4cb3ca3d305f4c0ae08a.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3517_jpg.rf.a7243eb4625a4cb3ca3d305f4c0ae08a.jpg,train,leaning_right,,,,extract_block_0140,,,,,,,,,1,False,False,False,1080,720,188.8282,113.8295
IMG02431,train/leaning_right/extract3518_jpg.rf.2209d58e04205363b8ace0fad0647f76.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3518_jpg.rf.2209d58e04205363b8ace0fad0647f76.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,196.313,117.2422
IMG02432,train/leaning_right/extract3519_jpg.rf.2063ca74a2c939b388c13610ac804bba.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3519_jpg.rf.2063ca74a2c939b388c13610ac804bba.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,199.7412,118.5801
IMG02433,train/leaning_right/extract3520_jpg.rf.9795bc15b1ec41665e4437b479c66e95.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3520_jpg.rf.9795bc15b1ec41665e4437b479c66e95.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,204.4795,119.7398
IMG02434,train/leaning_right/extract3521_jpg.rf.0ea1312e54fef2fde40c63faad1af376.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3521_jpg.rf.0ea1312e54fef2fde40c63faad1af376.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,201.5555,119.0387
IMG02435,train/leaning_right/extract3522_jpg.rf.1db16e2817da115ba71460387a90d178.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3522_jpg.rf.1db16e2817da115ba71460387a90d178.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,202.4323,119.3886
IMG02436,train/leaning_right/extract3523_jpg.rf.d6b0ca549756ffd230f9ca681f32546a.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3523_jpg.rf.d6b0ca549756ffd230f9ca681f32546a.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,199.707,117.783
IMG02437,train/leaning_right/extract3524_jpg.rf.bcf73ca4d2c103b3ba478bbe60767c4f.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3524_jpg.rf.bcf73ca4d2c103b3ba478bbe60767c4f.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,201.7916,116.4224
IMG02438,train/leaning_right/extract3525_jpg.rf.6cc62195e23325f4ff5ff080b2895eac.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3525_jpg.rf.6cc62195e23325f4ff5ff080b2895eac.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,197.6645,115.466
IMG02439,train/leaning_right/extract3526_jpg.rf.85f41524269a1168a5c881afb6217a7d.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3526_jpg.rf.85f41524269a1168a5c881afb6217a7d.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,197.0764,114.6815
IMG02440,train/leaning_right/extract3527_jpg.rf.2a4d6eb2e635c7a95f6487f0a1a0b13e.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3527_jpg.rf.2a4d6eb2e635c7a95f6487f0a1a0b13e.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,193.7307,114.1282
IMG02441,train/leaning_right/extract3528_jpg.rf.e3d88beebb7d22fe9ddcb14c0480ead5.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3528_jpg.rf.e3d88beebb7d22fe9ddcb14c0480ead5.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,198.1208,113.619
IMG02442,train/leaning_right/extract3529_jpg.rf.a075f11e0772bf319b023663fa02a8b5.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3529_jpg.rf.a075f11e0772bf319b023663fa02a8b5.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,196.7704,113.2783
IMG02443,train/leaning_right/extract3530_jpg.rf.56da2b92c0fc83ca988985b002e4fca7.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3530_jpg.rf.56da2b92c0fc83ca988985b002e4fca7.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,198.7703,112.9756
IMG02444,train/leaning_right/extract3531_jpg.rf.9be4f1b498ec0c96f5a635478d3a26da.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3531_jpg.rf.9be4f1b498ec0c96f5a635478d3a26da.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,197.304,112.6842
IMG02445,train/leaning_right/extract3532_jpg.rf.2433172ae6c8f09dcc6e1b5775db8fbc.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3532_jpg.rf.2433172ae6c8f09dcc6e1b5775db8fbc.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,197.5639,112.6235
IMG02446,train/leaning_right/extract3533_jpg.rf.cad51f2587b23c1f14bbae4b62b9aacb.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3533_jpg.rf.cad51f2587b23c1f14bbae4b62b9aacb.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,197.9862,112.5094
IMG02447,train/leaning_right/extract3534_jpg.rf.3a431922d4397064501acfd44dcb1c47.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3534_jpg.rf.3a431922d4397064501acfd44dcb1c47.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,198.5338,112.4782
IMG02448,train/leaning_right/extract3535_jpg.rf.33ae651ba25190f96dfb3fbc14aba4ca.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3535_jpg.rf.33ae651ba25190f96dfb3fbc14aba4ca.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,193.8805,112.6127
IMG02449,train/leaning_right/extract3536_jpg.rf.351fac8825d40d4583672ccdc547bc32.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3536_jpg.rf.351fac8825d40d4583672ccdc547bc32.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,196.6736,112.9409
IMG02450,train/leaning_right/extract3537_jpg.rf.ec7d828465a4b75ed1002116477a6fd7.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3537_jpg.rf.ec7d828465a4b75ed1002116477a6fd7.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,193.6868,113.6955
IMG02451,train/leaning_right/extract3538_jpg.rf.1bda6341e8112eb097b6fbc1106f8a96.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3538_jpg.rf.1bda6341e8112eb097b6fbc1106f8a96.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,199.5607,114.4183
IMG02452,train/leaning_right/extract3539_jpg.rf.009c81e32c1a3da094331d015a38fda6.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3539_jpg.rf.009c81e32c1a3da094331d015a38fda6.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,False,1080,720,199.4951,115.3158
IMG02453,train/leaning_right/extract3540_jpg.rf.873129ff779d796cc0ab429197927474.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3540_jpg.rf.873129ff779d796cc0ab429197927474.jpg,train,leaning_right,,,,CL00033,,,,,,,,CL00033,23,False,False,True,1080,720,205.1465,116.1925
IMG02454,train/leaning_right/extract3541_jpg.rf.3ddb860bf44f9a57bdd53210886c7fa0.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3541_jpg.rf.3ddb860bf44f9a57bdd53210886c7fa0.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,206.1196,116.7808
IMG02455,train/leaning_right/extract3542_jpg.rf.96f65d39567ed2b7c078b61908fe64f5.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3542_jpg.rf.96f65d39567ed2b7c078b61908fe64f5.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,208.7478,117.5344
IMG02456,train/leaning_right/extract3543_jpg.rf.dba636a6d431656afd93142b987a1e87.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3543_jpg.rf.dba636a6d431656afd93142b987a1e87.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,206.8613,118.4156
IMG02457,train/leaning_right/extract3544_jpg.rf.e572ffcb66eae0d478fd22d984ff1d2e.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3544_jpg.rf.e572ffcb66eae0d478fd22d984ff1d2e.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,206.5943,118.9645
IMG02458,train/leaning_right/extract3545_jpg.rf.cd909727121df24268a55400abe5ed49.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3545_jpg.rf.cd909727121df24268a55400abe5ed49.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,204.56,119.4952
IMG02459,train/leaning_right/extract3546_jpg.rf.8c77e1cd32a844003fb78f8c57cb3b2b.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3546_jpg.rf.8c77e1cd32a844003fb78f8c57cb3b2b.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,204.6352,119.901
IMG02460,train/leaning_right/extract3547_jpg.rf.e78445eb354f8340ea17049b13a001eb.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3547_jpg.rf.e78445eb354f8340ea17049b13a001eb.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,205.7531,120.3405
IMG02461,train/leaning_right/extract3548_jpg.rf.74aa1cdb429bfa6bb26f845ad3b26658.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3548_jpg.rf.74aa1cdb429bfa6bb26f845ad3b26658.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,211.6151,120.7062
IMG02462,train/leaning_right/extract3549_jpg.rf.4c4ed5edeb2c76d988431546864d9801.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3549_jpg.rf.4c4ed5edeb2c76d988431546864d9801.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,211.6076,121.1915
IMG02463,train/leaning_right/extract3550_jpg.rf.fac6de526f980b0708399e327eaa5074.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3550_jpg.rf.fac6de526f980b0708399e327eaa5074.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,214.8978,121.552
IMG02464,train/leaning_right/extract3551_jpg.rf.f4e32dbc394a7bb91a8617fdbf5779ac.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3551_jpg.rf.f4e32dbc394a7bb91a8617fdbf5779ac.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,217.279,121.9035
IMG02465,train/leaning_right/extract3552_jpg.rf.5f8f321515b34998515cd8d6c366e7a6.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3552_jpg.rf.5f8f321515b34998515cd8d6c366e7a6.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,224.4843,122.2556
IMG02466,train/leaning_right/extract3553_jpg.rf.c3b99476df71c55c49d77ce14ea0fb71.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3553_jpg.rf.c3b99476df71c55c49d77ce14ea0fb71.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,225.5327,122.6624
IMG02467,train/leaning_right/extract3554_jpg.rf.31ce7557f834f2eef399c701da08a6ac.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3554_jpg.rf.31ce7557f834f2eef399c701da08a6ac.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,True,1080,720,226.713,122.9042
IMG02468,train/leaning_right/extract3555_jpg.rf.795bae79856f4a0f70ec71087fe39998.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3555_jpg.rf.795bae79856f4a0f70ec71087fe39998.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,223.6598,123.2423
IMG02469,train/leaning_right/extract3556_jpg.rf.e10d7f6900b3e7ad6f0202573a892f3a.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3556_jpg.rf.e10d7f6900b3e7ad6f0202573a892f3a.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,224.8605,123.4251
IMG02470,train/leaning_right/extract3557_jpg.rf.476705659a7fbb8aa079a86bbd0f8937.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3557_jpg.rf.476705659a7fbb8aa079a86bbd0f8937.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,223.6863,123.6949
IMG02471,train/leaning_right/extract3558_jpg.rf.a8175142b223a33fc26309b6a3b245c6.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3558_jpg.rf.a8175142b223a33fc26309b6a3b245c6.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,223.154,123.9239
IMG02472,train/leaning_right/extract3559_jpg.rf.8180e8c869ed2a8b86a4fd40bcb9e385.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3559_jpg.rf.8180e8c869ed2a8b86a4fd40bcb9e385.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,220.7214,124.2287
IMG02473,train/leaning_right/extract3560_jpg.rf.03a700b8cd458b764f290a6a61224944.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3560_jpg.rf.03a700b8cd458b764f290a6a61224944.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,224.1803,124.4834
IMG02474,train/leaning_right/extract3561_jpg.rf.4fe875e435ad21958cea640ed35ad6bc.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3561_jpg.rf.4fe875e435ad21958cea640ed35ad6bc.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,221.8919,124.729
IMG02475,train/leaning_right/extract3562_jpg.rf.0e9ab1f3e42d1b072ae4937f82d59260.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3562_jpg.rf.0e9ab1f3e42d1b072ae4937f82d59260.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,210.3639,118.6762
IMG02476,train/leaning_right/extract3563_jpg.rf.88f1e258dffffefda91bacfa6093686d.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3563_jpg.rf.88f1e258dffffefda91bacfa6093686d.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,204.6095,115.4902
IMG02477,train/leaning_right/extract3564_jpg.rf.b9de2beee121c8d055c0ad69175087e4.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3564_jpg.rf.b9de2beee121c8d055c0ad69175087e4.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,204.8708,113.6148
IMG02478,train/leaning_right/extract3565_jpg.rf.3c93207cace1443550d48ebc9ba2a3f7.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3565_jpg.rf.3c93207cace1443550d48ebc9ba2a3f7.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,204.2333,114.1149
IMG02479,train/leaning_right/extract3566_jpg.rf.e77c1157abadb9053abd6d1837276090.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3566_jpg.rf.e77c1157abadb9053abd6d1837276090.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,211.189,115.8737
IMG02480,train/leaning_right/extract3567_jpg.rf.417e02b43cbebc3ef9a5e5a9c1766479.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3567_jpg.rf.417e02b43cbebc3ef9a5e5a9c1766479.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,214.2391,117.2288
IMG02481,train/leaning_right/extract3568_jpg.rf.071f21e360c95a8d20b8110d9a34135f.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3568_jpg.rf.071f21e360c95a8d20b8110d9a34135f.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,215.5771,118.11
IMG02482,train/leaning_right/extract3569_jpg.rf.fe5ec5d2ed199a7f678cc3393bdc1e71.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3569_jpg.rf.fe5ec5d2ed199a7f678cc3393bdc1e71.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,218.2136,118.9488
IMG02483,train/leaning_right/extract3570_jpg.rf.16a556526d8972b60aac216f77dec57e.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3570_jpg.rf.16a556526d8972b60aac216f77dec57e.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,219.0599,119.4067
IMG02484,train/leaning_right/extract3571_jpg.rf.07c7cbdf2d8af2fff3b094f0ed38ef71.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3571_jpg.rf.07c7cbdf2d8af2fff3b094f0ed38ef71.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,221.4288,119.7714
IMG02485,train/leaning_right/extract3572_jpg.rf.37bd41d138c145f6756ee667af208bd9.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3572_jpg.rf.37bd41d138c145f6756ee667af208bd9.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,224.4263,120.1581
IMG02486,train/leaning_right/extract3573_jpg.rf.a8bd5ec180376279df0dd1a719a69a28.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3573_jpg.rf.a8bd5ec180376279df0dd1a719a69a28.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,223.101,120.3951
IMG02487,train/leaning_right/extract3574_jpg.rf.dadb9a4ec913e2f1527cf32f912e89e9.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3574_jpg.rf.dadb9a4ec913e2f1527cf32f912e89e9.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,223.1689,120.3938
IMG02488,train/leaning_right/extract3575_jpg.rf.b3c79e77018b38814f8762c4b09bb28f.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3575_jpg.rf.b3c79e77018b38814f8762c4b09bb28f.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,220.7079,120.6018
IMG02489,train/leaning_right/extract3576_jpg.rf.5cebb910bd2cfdc3634e82fbbf09f899.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3576_jpg.rf.5cebb910bd2cfdc3634e82fbbf09f899.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,221.76,120.6675
IMG02490,train/leaning_right/extract3577_jpg.rf.21af7502f42480a24ec64d6716ff1096.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3577_jpg.rf.21af7502f42480a24ec64d6716ff1096.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,219.5444,120.8743
IMG02491,train/leaning_right/extract3578_jpg.rf.295527830220a8a8f35a303ec007e4da.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3578_jpg.rf.295527830220a8a8f35a303ec007e4da.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,217.5494,120.9142
IMG02492,train/leaning_right/extract3579_jpg.rf.5bbd65a48455d60a67a095c699459f52.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3579_jpg.rf.5bbd65a48455d60a67a095c699459f52.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,216.6823,121.1495
IMG02493,train/leaning_right/extract3580_jpg.rf.aa191d67ab0448680ad3c68ef15dec07.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3580_jpg.rf.aa191d67ab0448680ad3c68ef15dec07.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,217.4949,121.3079
IMG02494,train/leaning_right/extract3581_jpg.rf.bffc81315233f639a67fac4912c58c6d.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3581_jpg.rf.bffc81315233f639a67fac4912c58c6d.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,216.8503,121.643
IMG02495,train/leaning_right/extract3582_jpg.rf.88cb8e7acc603cb214b49319d1e1451c.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3582_jpg.rf.88cb8e7acc603cb214b49319d1e1451c.jpg,train,leaning_right,,,,CL00018,,,,,,,,CL00018,42,False,False,False,1080,720,219.443,121.8458
IMG02496,train/leaning_right/extract3583_jpg.rf.5eed5f0988d9da45171afc75ac437b3b.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3583_jpg.rf.5eed5f0988d9da45171afc75ac437b3b.jpg,train,leaning_right,,,,CL00116,,,,,,,,CL00116,6,False,False,False,1080,720,219.554,122.2291
IMG02497,train/leaning_right/extract3584_jpg.rf.7608558ef4f148e76ced25af8f47e210.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3584_jpg.rf.7608558ef4f148e76ced25af8f47e210.jpg,train,leaning_right,,,,CL00116,,,,,,,,CL00116,6,False,False,True,1080,720,224.3397,122.4663
IMG02498,train/leaning_right/extract3585_jpg.rf.e47164ac8160ce8b016c11937fa36001.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3585_jpg.rf.e47164ac8160ce8b016c11937fa36001.jpg,train,leaning_right,,,,CL00116,,,,,,,,CL00116,6,False,False,False,1080,720,222.5374,122.7951
IMG02499,train/leaning_right/extract3586_jpg.rf.d33c1f1dc052342c3de73c185d583f4c.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3586_jpg.rf.d33c1f1dc052342c3de73c185d583f4c.jpg,train,leaning_right,,,,CL00116,,,,,,,,CL00116,6,False,False,False,1080,720,221.5523,122.9706
IMG02500,train/leaning_right/extract3587_jpg.rf.255d7c7d363157f143115ed3bf1059fc.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3587_jpg.rf.255d7c7d363157f143115ed3bf1059fc.jpg,train,leaning_right,,,,CL00116,,,,,,,,CL00116,6,False,False,False,1080,720,219.0572,123.2717
IMG02501,train/leaning_right/extract3588_jpg.rf.ee011cb69b11bd55aa120e735723ebc3.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3588_jpg.rf.ee011cb69b11bd55aa120e735723ebc3.jpg,train,leaning_right,,,,CL00116,,,,,,,,CL00116,6,False,False,False,1080,720,221.903,123.349
IMG02502,train/leaning_right/extract3589_jpg.rf.1e239ec2bbee5db90054cb8e55d4372a.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3589_jpg.rf.1e239ec2bbee5db90054cb8e55d4372a.jpg,train,leaning_right,,,,CL00002,,,,,,,,CL00002,426,True,True,False,1080,720,219.4141,123.4669
IMG02503,train/leaning_right/extract3590_jpg.rf.b00e8f53e26fa9e6aa28710da577b923.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3590_jpg.rf.b00e8f53e26fa9e6aa28710da577b923.jpg,train,leaning_right,,,,CL00002,,,,,,,,CL00002,426,True,True,False,1080,720,222.9451,123.4759
IMG02504,train/leaning_right/extract3591_jpg.rf.9ed02680fa5754d24e121803ddd8a98f.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3591_jpg.rf.9ed02680fa5754d24e121803ddd8a98f.jpg,train,leaning_right,,,,CL00002,,,,,,,,CL00002,426,True,True,False,1080,720,218.8864,123.5813
IMG02505,train/leaning_right/extract3592_jpg.rf.2d1bf42c6c993f27ec8b145bb4dce952.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3592_jpg.rf.2d1bf42c6c993f27ec8b145bb4dce952.jpg,train,leaning_right,,,,CL00002,,,,,,,,CL00002,426,True,True,False,1080,720,219.0193,123.5706
IMG02506,train/leaning_right/extract3593_jpg.rf.b97918335f58bbabe0f8075b07f15ebf.jpg,D:\.Candra\Project\TA\02_data\raw\project_design_20242025\train\leaning_right\extract3593_jpg.rf.b97918335f58bbabe0f8075b07f15ebf.jpg,train,leaning_right,,,,CL00002,,,,,,,,CL00002,426,True,True,False,1080,720,218.2031,123.5988
