capture_id,subject_id,session_id,calibration_id,label,repetition,subset,lateral_side,class_id,decision,valid_3d_joints_core,valid_3d_joints_total,core_reproj_error_640p_px,shoulder_width_m,torso_length_m,depth_z_m,reason,rig_qc_status,rig_reproj_err_px
CAP000290,S008,SE01,CAL_008,leaning_right,3,controlled,right,3,INCLUDE_3D_WITH_MASKING,5,12,44.51,0.032,,1.066,Partial 3D: 5/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000291,S008,SE01,CAL_008,leaning_right,4,controlled,right,3,INCLUDE_3D_WITH_MASKING,5,12,43.72,0.04,,1.058,Partial 3D: 5/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000292,S008,SE01,CAL_008,leaning_right,5,controlled,right,3,INCLUDE_3D_WITH_MASKING,5,12,43.9,0.033,,1.055,Partial 3D: 5/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000293,S008,SE01,CAL_008,slouching,1,controlled,right,4,INCLUDE_3D_WITH_MASKING,6,11,24.39,0.212,,0.971,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000294,S008,SE01,CAL_008,slouching,2,controlled,right,4,INCLUDE_3D_WITH_MASKING,7,12,23.1,0.215,,0.98,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000295,S008,SE01,CAL_008,slouching,3,controlled,right,4,INCLUDE_3D_WITH_MASKING,6,12,25.58,0.215,,0.979,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000296,S008,SE01,CAL_008,slouching,4,controlled,right,4,INCLUDE_3D_WITH_MASKING,6,12,25.21,0.216,,0.979,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000297,S008,SE01,CAL_008,slouching,5,controlled,right,4,INCLUDE_3D_WITH_MASKING,6,11,24.62,0.218,,0.977,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000304,S009,SE01,CAL_008,upright,1,controlled,right,5,INCLUDE_3D_FULL,8,12,37.12,0.244,,1.021,"Full 3D: 8/17 core joints, core_err=37.1px, Z=1.02m",WARNING_RECHECK,18.92
CAP000305,S009,SE01,CAL_008,upright,2,controlled,right,5,INCLUDE_3D_WITH_MASKING,7,12,32.89,0.253,,1.02,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000306,S009,SE01,CAL_008,upright,3,controlled,right,5,INCLUDE_3D_WITH_MASKING,7,12,31.33,0.249,,1.01,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000307,S009,SE01,CAL_008,upright,4,controlled,right,5,INCLUDE_3D_WITH_MASKING,7,12,31.74,0.248,,1.008,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000308,S009,SE01,CAL_008,upright,5,controlled,right,5,INCLUDE_3D_WITH_MASKING,7,12,31.48,0.249,,1.011,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000309,S009,SE01,CAL_008,leaning_forward,1,controlled,right,1,INCLUDE_3D_WITH_MASKING,7,12,36.48,0.32,,1.21,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000310,S009,SE01,CAL_008,leaning_forward,2,controlled,right,1,INCLUDE_3D_WITH_MASKING,7,12,35.79,0.313,,1.203,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000311,S009,SE01,CAL_008,leaning_forward,3,controlled,right,1,INCLUDE_3D_WITH_MASKING,7,12,35.82,0.314,,1.202,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000312,S009,SE01,CAL_008,leaning_forward,4,controlled,right,1,INCLUDE_3D_WITH_MASKING,7,12,35.39,0.312,,1.206,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000313,S009,SE01,CAL_008,leaning_forward,5,controlled,right,1,INCLUDE_3D_WITH_MASKING,7,12,36.05,0.313,,1.208,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000314,S009,SE01,CAL_008,leaning_backward,1,controlled,right,0,INCLUDE_3D_FULL,8,12,35.44,0.226,,0.948,"Full 3D: 8/17 core joints, core_err=35.4px, Z=0.95m",WARNING_RECHECK,18.92
CAP000315,S009,SE01,CAL_008,leaning_backward,2,controlled,right,0,INCLUDE_3D_WITH_MASKING,7,12,31.59,0.225,,0.948,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000316,S009,SE01,CAL_008,leaning_backward,3,controlled,right,0,INCLUDE_3D_WITH_MASKING,7,12,30.93,0.222,,0.94,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000317,S009,SE01,CAL_008,leaning_backward,4,controlled,right,0,INCLUDE_3D_FULL,8,12,35.14,0.223,,0.935,"Full 3D: 8/17 core joints, core_err=35.1px, Z=0.94m",WARNING_RECHECK,18.92
CAP000318,S009,SE01,CAL_008,leaning_backward,5,controlled,right,0,INCLUDE_3D_WITH_MASKING,7,12,30.94,0.228,,0.952,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000319,S009,SE01,CAL_008,leaning_left,1,controlled,right,2,INCLUDE_3D_WITH_MASKING,7,13,15.1,0.275,,0.947,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000320,S009,SE01,CAL_008,leaning_left,2,controlled,right,2,INCLUDE_3D_WITH_MASKING,7,13,16.64,0.265,,0.948,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000321,S009,SE01,CAL_008,leaning_left,3,controlled,right,2,INCLUDE_3D_FULL,8,12,20.48,0.266,,0.962,"Full 3D: 8/17 core joints, core_err=20.5px, Z=0.96m",WARNING_RECHECK,18.92
CAP000322,S009,SE01,CAL_008,leaning_left,4,controlled,right,2,INCLUDE_3D_FULL,8,13,20.34,0.264,,0.958,"Full 3D: 8/17 core joints, core_err=20.3px, Z=0.96m",WARNING_RECHECK,18.92
CAP000323,S009,SE01,CAL_008,leaning_left,5,controlled,right,2,INCLUDE_3D_FULL,8,13,20.35,0.265,,0.958,"Full 3D: 8/17 core joints, core_err=20.3px, Z=0.96m",WARNING_RECHECK,18.92
CAP000324,S009,SE01,CAL_008,leaning_right,1,controlled,right,3,INCLUDE_3D_WITH_MASKING,5,12,47.96,0.081,,1.031,Partial 3D: 5/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000325,S009,SE01,CAL_008,leaning_right,2,controlled,right,3,INCLUDE_3D_WITH_MASKING,5,11,45.11,0.068,,1.036,Partial 3D: 5/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000326,S009,SE01,CAL_008,leaning_right,3,controlled,right,3,INCLUDE_3D_WITH_MASKING,5,11,47.47,0.085,,1.04,Partial 3D: 5/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000327,S009,SE01,CAL_008,leaning_right,4,controlled,right,3,INCLUDE_3D_WITH_MASKING,4,11,46.23,0.079,,1.011,Partial 3D: 4/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000328,S009,SE01,CAL_008,leaning_right,5,controlled,right,3,INCLUDE_3D_WITH_MASKING,4,10,45.38,0.087,,1.01,Partial 3D: 4/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000329,S009,SE01,CAL_008,slouching,1,controlled,right,4,INCLUDE_3D_WITH_MASKING,7,13,28.71,0.244,,1.014,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000330,S009,SE01,CAL_008,slouching,2,controlled,right,4,INCLUDE_3D_WITH_MASKING,6,13,22.51,0.249,,1.023,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000331,S009,SE01,CAL_008,slouching,3,controlled,right,4,INCLUDE_3D_WITH_MASKING,6,13,21.66,0.248,,1.012,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000332,S009,SE01,CAL_008,slouching,4,controlled,right,4,INCLUDE_3D_WITH_MASKING,7,13,27.36,0.23,,0.991,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000333,S009,SE01,CAL_008,slouching,5,controlled,right,4,INCLUDE_3D_WITH_MASKING,6,13,22.19,0.248,,1.009,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000341,S010,SE01,CAL_008,upright,1,controlled,right,5,INCLUDE_3D_WITH_MASKING,7,12,25.16,0.212,,1.02,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000342,S010,SE01,CAL_008,upright,2,controlled,right,5,INCLUDE_3D_WITH_MASKING,7,12,25.31,0.205,,1.011,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000343,S010,SE01,CAL_008,upright,3,controlled,right,5,INCLUDE_3D_WITH_MASKING,7,12,24.74,0.206,,1.006,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000344,S010,SE01,CAL_008,upright,4,controlled,right,5,INCLUDE_3D_WITH_MASKING,7,12,25.66,0.207,,1.012,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000345,S010,SE01,CAL_008,upright,5,controlled,right,5,INCLUDE_3D_WITH_MASKING,7,12,25.49,0.208,,1.016,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000346,S010,SE01,CAL_008,leaning_forward,1,controlled,right,1,INCLUDE_3D_WITH_MASKING,6,11,28.22,0.297,,1.125,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000347,S010,SE01,CAL_008,leaning_forward,2,controlled,right,1,INCLUDE_3D_WITH_MASKING,6,11,27.67,0.301,,1.13,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000348,S010,SE01,CAL_008,leaning_forward,3,controlled,right,1,INCLUDE_3D_WITH_MASKING,6,11,27.89,0.289,,1.13,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000349,S010,SE01,CAL_008,leaning_forward,4,controlled,right,1,INCLUDE_3D_WITH_MASKING,7,12,28.39,0.289,,1.137,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000350,S010,SE01,CAL_008,leaning_forward,5,controlled,right,1,INCLUDE_3D_WITH_MASKING,7,12,28.2,0.299,,1.131,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000351,S010,SE01,CAL_008,leaning_backward,1,controlled,right,0,INCLUDE_3D_WITH_MASKING,6,11,24.16,0.18,,0.896,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000352,S010,SE01,CAL_008,leaning_backward,2,controlled,right,0,INCLUDE_3D_WITH_MASKING,7,12,24.56,0.179,,0.917,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000353,S010,SE01,CAL_008,leaning_backward,3,controlled,right,0,INCLUDE_3D_WITH_MASKING,7,12,24.29,0.182,,0.928,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000354,S010,SE01,CAL_008,leaning_backward,4,controlled,right,0,INCLUDE_3D_WITH_MASKING,7,12,24.49,0.184,,0.943,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000355,S010,SE01,CAL_008,leaning_backward,5,controlled,right,0,INCLUDE_3D_WITH_MASKING,7,12,25.06,0.186,,0.947,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000356,S010,SE01,CAL_008,leaning_left,1,controlled,right,2,INCLUDE_3D_WITH_MASKING,6,11,15.87,0.202,,1.022,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000357,S010,SE01,CAL_008,leaning_left,2,controlled,right,2,INCLUDE_3D_WITH_MASKING,6,12,19.06,0.206,,1.005,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000358,S010,SE01,CAL_008,leaning_left,3,controlled,right,2,INCLUDE_3D_WITH_MASKING,6,13,19.53,0.204,,1.011,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000359,S010,SE01,CAL_008,leaning_left,4,controlled,right,2,INCLUDE_3D_FULL,8,13,20.73,0.22,,1.085,"Full 3D: 8/17 core joints, core_err=20.7px, Z=1.09m",WARNING_RECHECK,18.92
CAP000360,S010,SE01,CAL_008,leaning_left,5,controlled,right,2,INCLUDE_3D_WITH_MASKING,6,13,19.54,0.223,,0.997,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000361,S010,SE01,CAL_008,leaning_right,1,controlled,right,3,INCLUDE_3D_FULL,9,14,39.39,0.211,,1.007,"Full 3D: 9/17 core joints, core_err=39.4px, Z=1.01m",WARNING_RECHECK,18.92
CAP000362,S010,SE01,CAL_008,leaning_right,1,controlled,right,3,INCLUDE_3D_WITH_MASKING,7,11,28.52,0.21,,1.082,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000363,S010,SE01,CAL_008,leaning_right,2,controlled,right,3,INCLUDE_3D_WITH_MASKING,7,13,28.9,,,1.062,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000364,S010,SE01,CAL_008,leaning_right,3,controlled,right,3,INCLUDE_3D_WITH_MASKING,7,13,28.56,,,1.062,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000365,S010,SE01,CAL_008,leaning_right,4,controlled,right,3,INCLUDE_3D_WITH_MASKING,7,14,42.42,,,1.041,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000366,S010,SE01,CAL_008,leaning_right,5,controlled,right,3,INCLUDE_3D_FULL,9,14,37.98,0.23,,1.03,"Full 3D: 9/17 core joints, core_err=38.0px, Z=1.03m",WARNING_RECHECK,18.92
CAP000367,S010,SE01,CAL_008,slouching,1,controlled,right,4,INCLUDE_3D_WITH_MASKING,6,12,22.16,0.214,,1.03,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000368,S010,SE01,CAL_008,slouching,2,controlled,right,4,INCLUDE_3D_WITH_MASKING,6,11,23.71,0.213,,1.043,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000369,S010,SE01,CAL_008,slouching,3,controlled,right,4,INCLUDE_3D_WITH_MASKING,6,11,22.78,0.209,,1.031,Partial 3D: 6/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000370,S010,SE01,CAL_008,slouching,4,controlled,right,4,INCLUDE_3D_WITH_MASKING,7,12,22.25,0.209,,1.034,Partial 3D: 7/17 core joints - usable with NaN masking,WARNING_RECHECK,18.92
CAP000371,S010,SE01,CAL_008,slouching,5,controlled,right,4,INCLUDE_3D_FULL,8,13,29.92,0.222,,1.049,"Full 3D: 8/17 core joints, core_err=29.9px, Z=1.05m",WARNING_RECHECK,18.92
CAP000379,S011,SE01,CAL_009,upright,1,controlled,right,5,INCLUDE_3D_FULL,12,12,23.14,0.305,0.265,0.902,"Full 3D: 12/17 core joints, core_err=23.1px, Z=0.90m",WARNING_RECHECK,23.03
CAP000380,S011,SE01,CAL_009,upright,2,controlled,right,5,INCLUDE_3D_FULL,10,10,22.67,0.307,,0.901,"Full 3D: 10/17 core joints, core_err=22.7px, Z=0.90m",WARNING_RECHECK,23.03
CAP000381,S011,SE01,CAL_009,upright,3,controlled,right,5,INCLUDE_3D_FULL,12,12,22.96,0.304,0.265,0.902,"Full 3D: 12/17 core joints, core_err=23.0px, Z=0.90m",WARNING_RECHECK,23.03
CAP000382,S011,SE01,CAL_009,upright,4,controlled,right,5,INCLUDE_3D_FULL,12,12,23.19,0.304,0.265,0.903,"Full 3D: 12/17 core joints, core_err=23.2px, Z=0.90m",WARNING_RECHECK,23.03
CAP000383,S011,SE01,CAL_009,upright,5,controlled,right,5,INCLUDE_3D_FULL,12,12,23.32,0.304,0.265,0.903,"Full 3D: 12/17 core joints, core_err=23.3px, Z=0.90m",WARNING_RECHECK,23.03
CAP000384,S011,SE01,CAL_009,leaning_forward,1,controlled,right,1,INCLUDE_3D_FULL,10,10,23.84,0.328,0.239,0.867,"Full 3D: 10/17 core joints, core_err=23.8px, Z=0.87m",WARNING_RECHECK,23.03
CAP000385,S011,SE01,CAL_009,leaning_forward,2,controlled,right,1,INCLUDE_3D_FULL,9,9,21.5,0.324,,0.852,"Full 3D: 9/17 core joints, core_err=21.5px, Z=0.85m",WARNING_RECHECK,23.03
CAP000386,S011,SE01,CAL_009,leaning_forward,3,controlled,right,1,INCLUDE_3D_FULL,9,9,20.29,0.325,,0.854,"Full 3D: 9/17 core joints, core_err=20.3px, Z=0.85m",WARNING_RECHECK,23.03
CAP000387,S011,SE01,CAL_009,leaning_forward,4,controlled,right,1,INCLUDE_3D_FULL,9,9,21.46,0.329,,0.855,"Full 3D: 9/17 core joints, core_err=21.5px, Z=0.85m",WARNING_RECHECK,23.03
CAP000388,S011,SE01,CAL_009,leaning_forward,5,controlled,right,1,INCLUDE_3D_FULL,10,10,21.69,0.325,0.242,0.867,"Full 3D: 10/17 core joints, core_err=21.7px, Z=0.87m",WARNING_RECHECK,23.03
CAP000389,S011,SE01,CAL_009,leaning_backward,1,controlled,right,0,INCLUDE_3D_FULL,12,12,39.6,0.29,0.261,0.941,"Full 3D: 12/17 core joints, core_err=39.6px, Z=0.94m",WARNING_RECHECK,23.03
CAP000390,S011,SE01,CAL_009,leaning_backward,2,controlled,right,0,INCLUDE_3D_FULL,12,12,38.15,0.291,0.258,0.931,"Full 3D: 12/17 core joints, core_err=38.2px, Z=0.93m",WARNING_RECHECK,23.03
CAP000391,S011,SE01,CAL_009,leaning_backward,3,controlled,right,0,INCLUDE_3D_FULL,12,12,37.89,0.286,0.258,0.931,"Full 3D: 12/17 core joints, core_err=37.9px, Z=0.93m",WARNING_RECHECK,23.03
CAP000392,S011,SE01,CAL_009,leaning_backward,4,controlled,right,0,INCLUDE_3D_FULL,12,12,37.64,0.281,0.255,0.931,"Full 3D: 12/17 core joints, core_err=37.6px, Z=0.93m",WARNING_RECHECK,23.03
CAP000393,S011,SE01,CAL_009,leaning_backward,5,controlled,right,0,INCLUDE_3D_FULL,12,12,37.95,0.283,0.257,0.931,"Full 3D: 12/17 core joints, core_err=38.0px, Z=0.93m",WARNING_RECHECK,23.03
CAP000394,S011,SE01,CAL_009,leaning_left,1,controlled,right,2,INCLUDE_3D_FULL,11,11,35.68,0.318,0.33,1.05,"Full 3D: 11/17 core joints, core_err=35.7px, Z=1.05m",WARNING_RECHECK,23.03
CAP000395,S011,SE01,CAL_009,leaning_left,2,controlled,right,2,INCLUDE_3D_FULL,11,11,34.26,0.325,0.326,1.049,"Full 3D: 11/17 core joints, core_err=34.3px, Z=1.05m",WARNING_RECHECK,23.03
CAP000396,S011,SE01,CAL_009,leaning_left,3,controlled,right,2,INCLUDE_3D_FULL,11,11,33.61,0.295,0.326,1.038,"Full 3D: 11/17 core joints, core_err=33.6px, Z=1.04m",WARNING_RECHECK,23.03
CAP000397,S011,SE01,CAL_009,leaning_left,4,controlled,right,2,INCLUDE_3D_FULL,11,11,32.96,0.294,0.326,1.037,"Full 3D: 11/17 core joints, core_err=33.0px, Z=1.04m",WARNING_RECHECK,23.03
CAP000398,S011,SE01,CAL_009,leaning_left,5,controlled,right,2,INCLUDE_3D_FULL,12,12,33.67,0.291,0.325,1.054,"Full 3D: 12/17 core joints, core_err=33.7px, Z=1.05m",WARNING_RECHECK,23.03
CAP000399,S011,SE01,CAL_009,leaning_right,2,controlled,right,3,INCLUDE_3D_FULL,10,10,19.29,0.285,,0.756,"Full 3D: 10/17 core joints, core_err=19.3px, Z=0.76m",WARNING_RECHECK,23.03
CAP000400,S011,SE01,CAL_009,leaning_right,3,controlled,right,3,INCLUDE_3D_FULL,11,11,16.71,0.281,,0.756,"Full 3D: 11/17 core joints, core_err=16.7px, Z=0.76m",WARNING_RECHECK,23.03
CAP000401,S011,SE01,CAL_009,leaning_right,4,controlled,right,3,INCLUDE_3D_FULL,11,11,17.5,0.284,,0.755,"Full 3D: 11/17 core joints, core_err=17.5px, Z=0.75m",WARNING_RECHECK,23.03
CAP000402,S011,SE01,CAL_009,leaning_right,5,controlled,right,3,INCLUDE_3D_FULL,11,11,18.28,0.281,,0.751,"Full 3D: 11/17 core joints, core_err=18.3px, Z=0.75m",WARNING_RECHECK,23.03
CAP000403,S011,SE01,CAL_009,leaning_right,6,controlled,right,3,INCLUDE_3D_FULL,10,10,17.78,0.282,,0.739,"Full 3D: 10/17 core joints, core_err=17.8px, Z=0.74m",WARNING_RECHECK,23.03
CAP000404,S011,SE01,CAL_009,slouching,1,controlled,right,4,INCLUDE_3D_FULL,12,12,20.2,0.318,0.253,0.9,"Full 3D: 12/17 core joints, core_err=20.2px, Z=0.90m",WARNING_RECHECK,23.03
CAP000405,S011,SE01,CAL_009,slouching,2,controlled,right,4,INCLUDE_3D_FULL,12,12,20.03,0.317,0.256,0.902,"Full 3D: 12/17 core joints, core_err=20.0px, Z=0.90m",WARNING_RECHECK,23.03
CAP000406,S011,SE01,CAL_009,slouching,3,controlled,right,4,INCLUDE_3D_FULL,12,12,20.23,0.318,0.258,0.901,"Full 3D: 12/17 core joints, core_err=20.2px, Z=0.90m",WARNING_RECHECK,23.03
CAP000407,S011,SE01,CAL_009,slouching,4,controlled,right,4,INCLUDE_3D_FULL,12,12,19.74,0.319,0.255,0.901,"Full 3D: 12/17 core joints, core_err=19.7px, Z=0.90m",WARNING_RECHECK,23.03
CAP000408,S011,SE01,CAL_009,slouching,5,controlled,right,4,INCLUDE_3D_FULL,12,12,20.01,0.319,0.257,0.904,"Full 3D: 12/17 core joints, core_err=20.0px, Z=0.90m",WARNING_RECHECK,23.03
CAP000416,S012,SE01,CAL_009,upright,1,controlled,right,5,INCLUDE_3D_FULL,11,11,18.16,0.463,0.386,0.947,"Full 3D: 11/17 core joints, core_err=18.2px, Z=0.95m",WARNING_RECHECK,23.03
CAP000417,S012,SE01,CAL_009,upright,2,controlled,right,5,INCLUDE_3D_FULL,12,12,17.54,0.464,0.384,0.953,"Full 3D: 12/17 core joints, core_err=17.5px, Z=0.95m",WARNING_RECHECK,23.03
CAP000418,S012,SE01,CAL_009,upright,3,controlled,right,5,INCLUDE_3D_FULL,11,11,18.82,0.466,0.39,0.947,"Full 3D: 11/17 core joints, core_err=18.8px, Z=0.95m",WARNING_RECHECK,23.03
CAP000419,S012,SE01,CAL_009,upright,4,controlled,right,5,INCLUDE_3D_FULL,11,11,18.96,0.466,0.386,0.948,"Full 3D: 11/17 core joints, core_err=19.0px, Z=0.95m",WARNING_RECHECK,23.03
CAP000420,S012,SE01,CAL_009,upright,5,controlled,right,5,INCLUDE_3D_FULL,10,10,20.32,0.465,0.386,0.939,"Full 3D: 10/17 core joints, core_err=20.3px, Z=0.94m",WARNING_RECHECK,23.03
CAP000421,S012,SE01,CAL_009,leaning_forward,1,controlled,right,1,INCLUDE_3D_FULL,11,12,16.07,0.44,0.372,0.943,"Full 3D: 11/17 core joints, core_err=16.1px, Z=0.94m",WARNING_RECHECK,23.03
CAP000422,S012,SE01,CAL_009,leaning_forward,2,controlled,right,1,INCLUDE_3D_FULL,11,12,19.3,0.436,0.382,0.943,"Full 3D: 11/17 core joints, core_err=19.3px, Z=0.94m",WARNING_RECHECK,23.03
CAP000423,S012,SE01,CAL_009,leaning_forward,3,controlled,right,1,INCLUDE_3D_FULL,11,12,16.36,0.436,0.374,0.942,"Full 3D: 11/17 core joints, core_err=16.4px, Z=0.94m",WARNING_RECHECK,23.03
CAP000424,S012,SE01,CAL_009,leaning_forward,4,controlled,right,1,INCLUDE_3D_FULL,11,12,16.02,0.44,0.37,0.941,"Full 3D: 11/17 core joints, core_err=16.0px, Z=0.94m",WARNING_RECHECK,23.03
CAP000425,S012,SE01,CAL_009,leaning_forward,5,controlled,right,1,INCLUDE_3D_FULL,11,12,15.95,0.438,0.376,0.94,"Full 3D: 11/17 core joints, core_err=16.0px, Z=0.94m",WARNING_RECHECK,23.03
CAP000426,S012,SE01,CAL_009,leaning_backward,1,controlled,right,0,INCLUDE_3D_FULL,9,12,38.52,,,0.926,"Full 3D: 9/17 core joints, core_err=38.5px, Z=0.93m",WARNING_RECHECK,23.03
CAP000427,S012,SE01,CAL_009,leaning_backward,2,controlled,right,0,INCLUDE_3D_FULL,9,12,38.72,,,0.935,"Full 3D: 9/17 core joints, core_err=38.7px, Z=0.93m",WARNING_RECHECK,23.03
CAP000428,S012,SE01,CAL_009,leaning_backward,3,controlled,right,0,INCLUDE_3D_FULL,9,12,39.62,,,0.93,"Full 3D: 9/17 core joints, core_err=39.6px, Z=0.93m",WARNING_RECHECK,23.03
CAP000429,S012,SE01,CAL_009,leaning_backward,4,controlled,right,0,INCLUDE_3D_FULL,9,12,39.23,,,0.929,"Full 3D: 9/17 core joints, core_err=39.2px, Z=0.93m",WARNING_RECHECK,23.03
CAP000430,S012,SE01,CAL_009,leaning_backward,5,controlled,right,0,INCLUDE_3D_FULL,10,12,41.11,0.363,,0.955,"Full 3D: 10/17 core joints, core_err=41.1px, Z=0.95m",WARNING_RECHECK,23.03
CAP000431,S012,SE01,CAL_009,leaning_left,1,controlled,right,2,INCLUDE_3D_FULL,10,11,36.46,0.399,,1.01,"Full 3D: 10/17 core joints, core_err=36.5px, Z=1.01m",WARNING_RECHECK,23.03
CAP000432,S012,SE01,CAL_009,leaning_left,2,controlled,right,2,INCLUDE_3D_FULL,10,12,36.45,0.393,,1.013,"Full 3D: 10/17 core joints, core_err=36.5px, Z=1.01m",WARNING_RECHECK,23.03
CAP000433,S012,SE01,CAL_009,leaning_left,3,controlled,right,2,INCLUDE_3D_FULL,10,12,35.9,0.389,,1.016,"Full 3D: 10/17 core joints, core_err=35.9px, Z=1.02m",WARNING_RECHECK,23.03
CAP000434,S012,SE01,CAL_009,leaning_left,4,controlled,right,2,INCLUDE_3D_FULL,10,12,35.85,0.396,,1.012,"Full 3D: 10/17 core joints, core_err=35.8px, Z=1.01m",WARNING_RECHECK,23.03
CAP000435,S012,SE01,CAL_009,leaning_left,5,controlled,right,2,INCLUDE_3D_FULL,10,12,35.37,0.392,,1.011,"Full 3D: 10/17 core joints, core_err=35.4px, Z=1.01m",WARNING_RECHECK,23.03
CAP000436,S012,SE01,CAL_009,leaning_right,1,controlled,right,3,INCLUDE_3D_FULL,11,12,21.65,0.393,0.327,0.896,"Full 3D: 11/17 core joints, core_err=21.7px, Z=0.90m",WARNING_RECHECK,23.03
CAP000437,S012,SE01,CAL_009,leaning_right,2,controlled,right,3,INCLUDE_3D_FULL,11,12,21.03,0.396,0.324,0.895,"Full 3D: 11/17 core joints, core_err=21.0px, Z=0.90m",WARNING_RECHECK,23.03
CAP000438,S012,SE01,CAL_009,leaning_right,3,controlled,right,3,INCLUDE_3D_FULL,11,12,21.76,0.394,0.324,0.897,"Full 3D: 11/17 core joints, core_err=21.8px, Z=0.90m",WARNING_RECHECK,23.03
CAP000439,S012,SE01,CAL_009,leaning_right,4,controlled,right,3,INCLUDE_3D_FULL,11,12,21.42,0.394,0.322,0.898,"Full 3D: 11/17 core joints, core_err=21.4px, Z=0.90m",WARNING_RECHECK,23.03
